=== DETALHAMENTO POR BRANCH (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 17:21:19
""
Projeto,Grupo,Branch,Usuários,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA
rnd_rpr_pf_ger_ger_cef,analytics/plataforma-analytics/modelos-cea/customizado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
ds-cheques,tech/site-reliability-engineering/data/data-services,main,3,10,0,0.0,10,100.0
Ds Inibicoes Judiciais,data/data-services,development,5,10,0,0.0,10,100.0
Ds Inibicoes Judiciais,data/data-services,homolog,5,10,0,0.0,10,100.0
Ds Inibicoes Judiciais,data/data-services,main,5,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_tribancov2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_tribancov2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
ds-auth,marcelo.castro,main,3,5,0,0.0,5,100.0
scr_crd_pf_ger_ger_tribancov1,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_tribancov1,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
ds-inibicoes-judiciais,tech/site-reliability-engineering/data/data-services,main,4,10,0,0.0,10,100.0
ds-protestos,marcelo.castro,main,2,3,0,0.0,3,100.0
POC BVS,fernando.manco,main,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_jeitto,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_jeitto,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
ds-protestos,tech/site-reliability-engineering/data/data-services,main,4,10,0,0.0,10,100.0
cdc_konduto,tech/site-reliability-engineering/tech/bigdata/platform/cdc/konduto,main,2,3,0,0.0,3,100.0
scr_crd_pf_ger_ger_boticario,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_boticario,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
test_indicadorci2,analytics/plataforma-analytics/modelos-indicador/test,homolog,3,6,0,0.0,6,100.0
test_indicadorci2,analytics/plataforma-analytics/modelos-indicador/test,master,3,7,0,0.0,7,100.0
ds-auth,tech/site-reliability-engineering/data/data-services,main,4,10,0,0.0,10,100.0
kubeshark,hugo.holanda,main,1,1,0,0.0,1,100.0
siacloud-sia-service-estruturante-produtos-sp,argocd,master,1,1,0,0.0,1,100.0
bda-cdc-kdt-bvs-data-us,argocd,master,1,1,0,0.0,1,100.0
ds-acoes,marcelo.castro,main,2,2,0,0.0,2,100.0
scr_crd_pf_geral_geral_stav1,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_geral_geral_stav1,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,master,1,1,0,0.0,1,100.0
data-services-data-sp,argocd,master,3,10,0,0.0,10,100.0
ds-acoes-data-sp,argocd,master,2,2,0,0.0,2,100.0
ds-acoes,tech/site-reliability-engineering/data/data-services,main,3,10,0,0.0,10,100.0
Data Service Auth,data/data-services,homolog,6,10,0,0.0,10,100.0
Data Service Auth,data/data-services,main,6,10,0,0.0,10,100.0
Spring Boot Starter Toolkit AS4J,data/data-services,development,2,10,0,0.0,10,100.0
Spring Boot Starter Toolkit AS4J,data/data-services,homolog,1,1,0,0.0,1,100.0
Spring Boot Starter Toolkit AS4J,data/data-services,main,1,1,0,0.0,1,100.0
Toolkit AS4J,data/data-services,development,3,10,0,0.0,10,100.0
Toolkit AS4J,data/data-services,homolog,2,2,0,0.0,2,100.0
Toolkit AS4J,data/data-services,main,2,2,0,0.0,2,100.0
Data Service Cadastral,data/data-services,development,5,10,0,0.0,10,100.0
Data Service Cadastral,data/data-services,homolog,5,10,0,0.0,10,100.0
Data Service Cadastral,data/data-services,main,5,10,0,0.0,10,100.0
Data Service Cheques,data/data-services,development,5,10,0,0.0,10,100.0
Data Service Cheques,data/data-services,homolog,5,10,0,0.0,10,100.0
Data Service Cheques,data/data-services,main,5,10,0,0.0,10,100.0
Script Tool CDC,tech/bigdata/platform/cdc/iac,main,3,10,0,0.0,10,100.0
Data Service Ações,data/data-services,development,3,10,0,0.0,10,100.0
Data Service Ações,data/data-services,homolog,3,10,0,0.0,10,100.0
Data Service Ações,data/data-services,main,3,10,0,0.0,10,100.0
forgectl,konduto/mle/konduto-deletion_scheduled-7513,main,1,1,0,0.0,1,100.0
scr_crd_pf_legado_debug_2,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_legado_debug_2,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,master,1,1,0,0.0,1,100.0
Data Service Protestos,data/data-services,development,3,10,0,0.0,10,100.0
Data Service Protestos,data/data-services,homolog,3,10,0,0.0,10,100.0
Data Service Protestos,data/data-services,main,3,10,0,0.0,10,100.0
teste-jony,estruturantes/devsecjourney/cockpit/teste,development,2,6,0,0.0,6,100.0
teste-jony,estruturantes/devsecjourney/cockpit/teste,homolog,1,3,0,0.0,3,100.0
teste-jony,estruturantes/devsecjourney/cockpit/teste,main,1,3,0,0.0,3,100.0
test_indicadorci1,analytics/plataforma-analytics/modelos-indicador/test,homolog,2,10,0,0.0,10,100.0
test_indicadorci1,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
fork2,analytics/plataforma-analytics/dags,homolog,3,10,0,0.0,10,100.0
fork2,analytics/plataforma-analytics/dags,main,4,10,0,0.0,10,100.0
fork1,analytics/plataforma-analytics/dags,homolog,3,10,0,0.0,10,100.0
fork1,analytics/plataforma-analytics/dags,main,4,10,0,0.0,10,100.0
fork3,analytics/plataforma-analytics/dags,homolog,3,10,0,0.0,10,100.0
fork3,analytics/plataforma-analytics/dags,main,4,10,0,0.0,10,100.0
report-platform-factor,welly.mayara,main,2,2,0,0.0,2,100.0
fork4,analytics/plataforma-analytics/dags,homolog,3,10,0,0.0,10,100.0
fork4,analytics/plataforma-analytics/dags,main,4,10,0,0.0,10,100.0
report-platform-factor,tech/site-reliability-engineering/report-platform/data-services,main,2,10,0,0.0,10,100.0
analytics-manager-data2-us,argocd,master,5,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_avonnatura,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_avonnatura,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
analytics-manager,tech/site-reliability-engineering/analytics/plataforma-analytics,main,2,10,0,0.0,10,100.0
report-platform-factor,report-platform/data-services,development,4,10,0,0.0,10,100.0
report-platform-factor,report-platform/data-services,homolog,4,10,0,0.0,10,100.0
report-platform-factor,report-platform/data-services,main,4,10,0,0.0,10,100.0
DAG-EXPORT-FILES-AS400,analytics/plataforma-analytics/dags,development,3,10,0,0.0,10,100.0
DAG-EXPORT-FILES-AS400,analytics/plataforma-analytics/dags,homolog,4,10,0,0.0,10,100.0
DAG-EXPORT-FILES-AS400,analytics/plataforma-analytics/dags,main,5,10,0,0.0,10,100.0
test_casosraroskond,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_casosraroskond,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
avaliacao_de_impacto_em_modelos,guilherme.pazian,main,2,10,0,0.0,10,100.0
study_shorttermmodel0,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_shorttermmodel0,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
study_shorttermmodel1,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_shorttermmodel1,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
study_grazziotin,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_grazziotin,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
study_shorttermmodel,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_shorttermmodel,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
scr_crd_pf_csg_ger_daycoval,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,4,10,0,0.0,10,100.0
scr_crd_pf_csg_ger_daycoval,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,4,10,0,0.0,10,100.0
study_daycoval,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_daycoval,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
mf-initial-information,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-initial-information,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-initial-information,analytics/monitoramento,main,3,10,0,0.0,10,100.0
mf-table-models-consumption,analytics/monitoramento,development,4,10,0,0.0,10,100.0
mf-table-models-consumption,analytics/monitoramento,homolog,4,10,0,0.0,10,100.0
mf-table-models-consumption,analytics/monitoramento,main,5,10,0,0.0,10,100.0
mf-initial-company-user,analytics/monitoramento,development,5,10,0,0.0,10,100.0
mf-initial-company-user,analytics/monitoramento,homolog,5,10,0,0.0,10,100.0
mf-initial-company-user,analytics/monitoramento,main,5,10,0,0.0,10,100.0
mf-graph-psi-variables-models,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-graph-psi-variables-models,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-graph-psi-variables-models,analytics/monitoramento,main,3,10,0,0.0,10,100.0
mf-graph-psi-models,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-graph-psi-models,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-graph-psi-models,analytics/monitoramento,main,3,10,0,0.0,10,100.0
mf-graph-monthly-query-history,analytics/monitoramento,development,4,10,0,0.0,10,100.0
mf-graph-monthly-query-history,analytics/monitoramento,homolog,4,10,0,0.0,10,100.0
mf-graph-monthly-query-history,analytics/monitoramento,main,4,10,0,0.0,10,100.0
mf-graph-distribution-variable,analytics/monitoramento,development,2,10,0,0.0,10,100.0
mf-graph-distribution-variable,analytics/monitoramento,homolog,2,10,0,0.0,10,100.0
mf-graph-distribution-variable,analytics/monitoramento,main,2,10,0,0.0,10,100.0
mf-graph-distribution-score,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-graph-distribution-score,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-graph-distribution-score,analytics/monitoramento,main,3,10,0,0.0,10,100.0
mf-graph-current-status-models,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-graph-current-status-models,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-graph-current-status-models,analytics/monitoramento,main,3,10,0,0.0,10,100.0
mf-filter-model,analytics/monitoramento,development,3,10,0,0.0,10,100.0
mf-filter-model,analytics/monitoramento,homolog,3,10,0,0.0,10,100.0
mf-filter-model,analytics/monitoramento,main,3,10,0,0.0,10,100.0
dados-ingestao-vinculo-cadastral,tech/site-reliability-engineering/data/dados-cadastrais,main,2,10,0,0.0,10,100.0
scr_crd_pj_ger_ger_santvarejo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pj,homolog,3,10,0,0.0,10,100.0
scr_crd_pj_ger_ger_santvarejo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pj,master,3,10,0,0.0,10,100.0
dados-ingestao-vinculo-cadastral,data/dados-cadastrais,development,6,10,0,0.0,10,100.0
dados-ingestao-vinculo-cadastral,data/dados-cadastrais,homolog,6,10,0,0.0,10,100.0
dados-ingestao-vinculo-cadastral,data/dados-cadastrais,main,6,10,0,0.0,10,100.0
rnd_rpr_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,3,10,0,0.0,10,100.0
rnd_rpr_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,3,10,0,0.0,10,100.0
scripts-pipelines-stargate,tech/site-reliability-engineering/credit-services/icbox,main,1,4,0,0.0,4,100.0
FRONT - ICBOX PF,eneas.lima,development,1,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_bemol,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_bemol,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
scr_crd_pf_ger_ger_sant,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_sant,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
cdc-konduto-migration-shared-tf,tech/bigdata/platform/cdc,main,2,3,0,0.0,3,100.0
cdc-konduto-migration-shared-db,tech/bigdata/platform/iac-databases/konduto,main,1,1,0,0.0,1,100.0
MIS Carregar Arquivo Master,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
MIS Lista Recibo,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v9,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,2,10,0,0.0,10,100.0
scr_sta_pf_ger_deploy_v9,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,2,10,0,0.0,10,100.0
scr_sta_pf_ger_deploy_v8,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,3,10,0,0.0,10,100.0
scr_sta_pf_ger_deploy_v8,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,3,10,0,0.0,10,100.0
qa-teste-stargate,caio.alves,main,1,10,0,0.0,10,100.0
scr_sta_pf_ger_deploy_v7,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,4,7,0,0.0,7,100.0
scr_sta_pf_ger_deploy_v7,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,4,8,0,0.0,8,100.0
generic-container-models-grpc-rs,tech/site-reliability-engineering/analytics/plataforma-analytics/bvsas,main,1,10,0,0.0,10,100.0
API Query Builder,rodolfo.oliveira,development,4,10,0,0.0,10,100.0
API Query Builder,rodolfo.oliveira,homolog,4,8,0,0.0,8,100.0
API Query Builder,rodolfo.oliveira,main,4,7,0,0.0,7,100.0
dag-atm-enrichment,analytics/plataforma-analytics/dags,development,1,10,0,0.0,10,100.0
dag-atm-enrichment,analytics/plataforma-analytics/dags,homolog,1,10,0,0.0,10,100.0
dag-atm-enrichment,analytics/plataforma-analytics/dags,main,1,10,0,0.0,10,100.0
analytics-crt-data2-us,argocd,master,4,10,0,0.0,10,100.0
monitoramento-dados-clientes-duplicados,tech/site-reliability-engineering/automacoes/gke_manifests,main,2,5,0,0.0,5,100.0
test_testmodelext3,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_testmodelext3,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
rnd_rpr_pf_ger_atualizacao_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,1,1,0,0.0,1,100.0
rnd_rpr_pf_ger_atualizacao_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
test_modelext2,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_modelext2,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
test_testemodelext2,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_testemodelext2,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
model-monitor-management,douglas.goncalves,development,2,10,0,0.0,10,100.0
model-monitor-management,douglas.goncalves,homolog,1,1,0,0.0,1,100.0
model-monitor-management,douglas.goncalves,main,1,1,0,0.0,1,100.0
study_photonpernamb,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_photonpernamb,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
test_testmdlext1,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_testmdlext1,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
da-central-de-balanco,data/dados-inovacao/archive/batch,development,1,10,0,0.0,10,100.0
da-central-de-balanco,data/dados-inovacao/archive/batch,homolog,1,1,0,0.0,1,100.0
da-central-de-balanco,data/dados-inovacao/archive/batch,main,1,1,0,0.0,1,100.0
monitoramento-dados-clientes-duplicados,tech/site-reliability-engineering/automacoes,development,3,10,0,0.0,10,100.0
monitoramento-dados-clientes-duplicados,tech/site-reliability-engineering/automacoes,main,3,10,0,0.0,10,100.0
job-processador-de-remessa-scpc-comunica,tech/site-reliability-engineering/marketing-services/bluebox/jobs,main,5,10,0,0.0,10,100.0
scr_crd_pf_solar_ger_bancobv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_solar_ger_bancobv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_varejo,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_varejo,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,master,3,7,0,0.0,7,100.0
Dag Consumo Estabilidade Full Model Monitor,analytics/plataforma-analytics/mis,development,2,10,0,0.0,10,100.0
Dag Consumo Estabilidade Full Model Monitor,analytics/plataforma-analytics/mis,homolog,1,10,0,0.0,10,100.0
Dag Consumo Estabilidade Full Model Monitor,analytics/plataforma-analytics/mis,main,2,10,0,0.0,10,100.0
masked-features-bt-ingestion,analytics/plataforma-analytics/dags,development,1,10,0,0.0,10,100.0
masked-features-bt-ingestion,analytics/plataforma-analytics/dags,homolog,1,10,0,0.0,10,100.0
masked-features-bt-ingestion,analytics/plataforma-analytics/dags,main,1,10,0,0.0,10,100.0
Job Processador de Remessa SCPC Comunica,marketing-services/bluebox/jobs,development,4,10,0,0.0,10,100.0
Job Processador de Remessa SCPC Comunica,marketing-services/bluebox/jobs,homolog,4,10,0,0.0,10,100.0
Job Processador de Remessa SCPC Comunica,marketing-services/bluebox/jobs,main,4,10,0,0.0,10,100.0
dag-ingest-gcs-to-bq,analytics/plataforma-analytics/dags,development,2,6,0,0.0,6,100.0
dag-ingest-gcs-to-bq,analytics/plataforma-analytics/dags,homolog,1,1,0,0.0,1,100.0
dag-ingest-gcs-to-bq,analytics/plataforma-analytics/dags,main,1,1,0,0.0,1,100.0
ignite-enrichment,analytics/plataforma-analytics/ignite/sdk-python,development,2,10,0,0.0,10,100.0
ignite-enrichment,analytics/plataforma-analytics/ignite/sdk-python,homolog,2,10,0,0.0,10,100.0
ignite-enrichment,analytics/plataforma-analytics/ignite/sdk-python,main,3,10,0,0.0,10,100.0
ignite-deploy,analytics/plataforma-analytics/ignite/sdk-python,development,5,10,0,0.0,10,100.0
ignite-deploy,analytics/plataforma-analytics/ignite/sdk-python,homolog,6,10,0,0.0,10,100.0
ignite-deploy,analytics/plataforma-analytics/ignite/sdk-python,main,6,10,0,0.0,10,100.0
logging-api-load-test,tech/site-reliability-engineering/analytics/plataforma-analytics/bvsas,main,1,10,0,0.0,10,100.0
ignite-core,analytics/plataforma-analytics/ignite/sdk-python,development,3,10,0,0.0,10,100.0
ignite-core,analytics/plataforma-analytics/ignite/sdk-python,homolog,3,10,0,0.0,10,100.0
ignite-core,analytics/plataforma-analytics/ignite/sdk-python,main,4,10,0,0.0,10,100.0
Dag Coop Reprocessados,luis.lima,main,1,1,0,0.0,1,100.0
platform-engineer-front-poc,anderson.santos,development,3,10,0,0.0,10,100.0
platform-engineer-front-poc,anderson.santos,master,1,10,0,0.0,10,100.0
rnd_rpr_pf_review_ger_v3,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,development,2,10,0,0.0,10,100.0
rnd_rpr_pf_review_ger_v3,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,2,10,0,0.0,10,100.0
rnd_rpr_pf_review_ger_v3,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,2,10,0,0.0,10,100.0
platform-engineer-poc,anderson.santos,development,2,10,0,0.0,10,100.0
platform-engineer-poc,anderson.santos,main,1,2,0,0.0,2,100.0
scr_crd_pf_ger_ger_pravaler3,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_pravaler3,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,2,10,0,0.0,10,100.0
orquestrador-southamerica-deletion_scheduled-8839,caio.alves,main,1,10,0,0.0,10,100.0
Encryption Tool Library,jornada-do-cliente/customer-portal,development,2,10,0,0.0,10,100.0
Encryption Tool Library,jornada-do-cliente/customer-portal,homolog,1,10,0,0.0,10,100.0
Encryption Tool Library,jornada-do-cliente/customer-portal,main,1,1,0,0.0,1,100.0
logging-api-load-test,analytics/plataforma-analytics/bvsas,development,2,10,0,0.0,10,100.0
logging-api-load-test,analytics/plataforma-analytics/bvsas,homolog,2,10,0,0.0,10,100.0
logging-api-load-test,analytics/plataforma-analytics/bvsas,main,2,10,0,0.0,10,100.0
test_externalmodel,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_externalmodel,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
test_teste,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_teste,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
RefitViaCep,matheus.nsantos,main,2,7,0,0.0,7,100.0
dag-feature-store-calc-rs,analytics/plataforma-analytics/dags,development,1,10,0,0.0,10,100.0
dag-feature-store-calc-rs,analytics/plataforma-analytics/dags,homolog,1,1,0,0.0,1,100.0
dag-feature-store-calc-rs,analytics/plataforma-analytics/dags,main,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v5,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v5,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,1,1,0,0.0,1,100.0
test_testraroskond,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_testraroskond,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
test_modeloexterno1,analytics/plataforma-analytics/modelos-externos/test,homolog,1,1,0,0.0,1,100.0
test_modeloexterno1,analytics/plataforma-analytics/modelos-externos/test,master,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v95,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v95,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,1,1,0,0.0,1,100.0
test_modeloexterno1,function_gitlab_ml_engineering_bot,homolog,1,1,0,0.0,1,100.0
test_modeloexterno1,function_gitlab_ml_engineering_bot,master,1,1,0,0.0,1,100.0
test_newproject1,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_newproject1,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_cea,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,8,0,0.0,8,100.0
scr_crd_pf_ger_ger_cea,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,9,0,0.0,9,100.0
bvs-toolbox,willian.lima,master,5,10,0,0.0,10,100.0
pipeline-sustentacao,tech/bigdata/data-analytics/big-data-ops,main,1,1,0,0.0,1,100.0
pipeline-sustentacao,tech/bigdata/data-analytics/big-data-ops,master,2,10,0,0.0,10,100.0
test_modelo_externo_1,function_gitlab_ml_engineering_bot,homolog,1,1,0,0.0,1,100.0
test_modelo_externo_1,function_gitlab_ml_engineering_bot,master,1,1,0,0.0,1,100.0
df-batch-baixa-online,data/protestos-aquisicao/data-engineering/batch,main,2,10,0,0.0,10,100.0
report-platform-factor,cleiton.anjos,main,5,10,0,0.0,10,100.0
scrcrdpnmveipfsimpala,analytics/plataforma-analytics/modelos-externos,homolog,2,10,0,0.0,10,100.0
scrcrdpnmveipfsimpala,analytics/plataforma-analytics/modelos-externos,master,2,10,0,0.0,10,100.0
scr_sta_pf_ger_deploy_v99,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v99,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,master,1,1,0,0.0,1,100.0
report-platform-score-teste,caio.alves,development,1,10,0,0.0,10,100.0
report-platform-score-teste,caio.alves,homolog,1,10,0,0.0,10,100.0
report-platform-score-teste,caio.alves,main,1,3,0,0.0,3,100.0
bvsas-modelos-externos-template,analytics/plataforma-analytics/bvsas,development,2,10,0,0.0,10,100.0
bvsas-modelos-externos-template,analytics/plataforma-analytics/bvsas,master,2,10,0,0.0,10,100.0
analytics-logging-data2-us,argocd,master,3,10,0,0.0,10,100.0
api-scpc-comunica,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,main,2,10,0,0.0,10,100.0
rnd_crd_pf_ger_ger_caedu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
rnd_crd_pf_ger_ger_caedu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_caedu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,4,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_caedu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,10,0,0.0,10,100.0
rnd_rpr_pf_ger_ger_portorenda,analytics/plataforma-analytics/modelos-cea/customizado/renda_presumida/2024/pf,homolog,1,1,0,0.0,1,100.0
rnd_rpr_pf_ger_ger_portorenda,analytics/plataforma-analytics/modelos-cea/customizado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
serving-logging-api,tech/site-reliability-engineering/analytics/plataforma-analytics/bvsas,main,3,10,0,0.0,10,100.0
study_testraroskond,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_testraroskond,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
scr_crd_pf_solar_ger_bv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_solar_ger_bv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
ms-hist-detalhado,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,main,2,10,0,0.0,10,100.0
teste-upgrade-7-8-0_1,gabriel.srocha,main,1,1,0,0.0,1,100.0
generic-container-mascaramento-rs,analytics/plataforma-analytics/bvsas,development,1,4,0,0.0,4,100.0
