=== DETALHAMENTO POR BRANCH (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 17:21:19
""
Projeto,Grupo,Branch,Usuários,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA
login-service-web,tech/site-reliability-engineering/credit-services/backend-compartilhado,master,3,7,0,0.0,7,100.0
acerta-negativo-xml,tech/site-reliability-engineering/credit-services/acerta/negativo,master,3,10,0,0.0,10,100.0
acerta-negativo-web,tech/site-reliability-engineering/credit-services/acerta/negativo,master,3,10,0,0.0,10,100.0
acerta-negativo-ejb,tech/site-reliability-engineering/credit-services/acerta/negativo,master,1,10,0,0.0,10,100.0
entity-product-socket-api,credit-services/produtos-entidades,homolog,2,4,0,0.0,4,100.0
entity-product-socket-api,credit-services/produtos-entidades,master,2,4,0,0.0,4,100.0
entity-product-http-api,credit-services/produtos-entidades,homolog,1,2,0,0.0,2,100.0
entity-product-http-api,credit-services/produtos-entidades,master,1,2,0,0.0,2,100.0
Services Facade,ezio.pinheiro,master,1,3,0,0.0,3,100.0
scrcrdnegmarisaepmlv2,analytics/plataforma-analytics/modelos,master,4,9,0,0.0,9,100.0
ms-mktplace,consumidor/portal-consumidor/ms-services,homolog,6,10,0,0.0,10,100.0
ms-mktplace,consumidor/portal-consumidor/ms-services,master,4,10,0,0.0,10,100.0
ms-dbcache,consumidor/k8s/kustomize,homolog,1,10,0,0.0,10,100.0
ms-dbcache,consumidor/k8s/kustomize,master,1,1,0,0.0,1,100.0
scrcrdhibmarisaepmlv2,analytics/plataforma-analytics/modelos,master,4,9,0,0.0,9,100.0
portal-bff,jornada-do-cliente/customer-portal,development,3,10,0,0.0,10,100.0
portal-bff,jornada-do-cliente/customer-portal,homolog,3,10,0,0.0,10,100.0
portal-bff,jornada-do-cliente/customer-portal,main,3,10,0,0.0,10,100.0
msv-qk-af-kba,marketing-services/valida-id/kba,master,1,2,0,0.0,2,100.0
bvs-core-super-bom-parent,marketing-services/valida-id/architec,master,1,10,0,0.0,10,100.0
msv-qk-af-gateway,marketing-services/valida-id/architec,master,1,2,0,0.0,2,100.0
tensor_flow,lucas.caraca,master,1,1,0,0.0,1,100.0
bvs-core-project-useful,marketing-services/valida-id/architec,master,1,5,0,0.0,5,100.0
OS,analytics/solucoes-e-delivery/monitoramento/credsystem,master,1,10,0,0.0,10,100.0
pipeline-cadastral,tech/bigdata/data-engineering/dados-cadastrais,main,1,10,0,0.0,10,100.0
pipeline-cadastral,tech/bigdata/data-engineering/dados-cadastrais,master,1,1,0,0.0,1,100.0
mock-api-features-analytics,thullyo.castilho,master,2,2,0,0.0,2,100.0
feature-toggle,thullyo.castilho,homolog,3,10,0,0.0,10,100.0
feature-toggle,thullyo.castilho,master,1,1,0,0.0,1,100.0
di-excluidos,consumidor/monitor-de-eventos,master,1,5,0,0.0,5,100.0
scrcrdhibneuraltest,analytics/plataforma-analytics/modelos,master,3,7,0,0.0,7,100.0
ms-dbcache,consumidor/portal-consumidor/ms-services,homolog,3,10,0,0.0,10,100.0
ms-dbcache,consumidor/portal-consumidor/ms-services,master,5,10,0,0.0,10,100.0
indicadores-positivo,thullyo.castilho,homolog,2,10,0,0.0,10,100.0
indicadores-positivo,thullyo.castilho,main,1,1,0,0.0,1,100.0
indicadores-positivo,thullyo.castilho,master,2,10,0,0.0,10,100.0
Validacao_SDK,analytics/solucoes-e-delivery/validacao_deploy,master,1,10,0,0.0,10,100.0
santander_gestao_tomador_nao_tomador,rafael.sampaio,master,1,2,0,0.0,2,100.0
Omni - Demanda Extra,anderson.schilithz,master,1,10,0,0.0,10,100.0
santander_gestao_unico,rafael.sampaio,master,1,6,0,0.0,6,100.0
Calcard,marina.frediano,master,1,6,0,0.0,6,100.0
anonymization_input_schemas,analytics/plataforma-analytics/bvsas,master,2,3,0,0.0,3,100.0
msv-qk-af-security-auth,marketing-services/valida-id/kba,master,1,10,0,0.0,10,100.0
model-monitor-admin,analytics/opportunity-monitor,master,1,2,0,0.0,2,100.0
dag-export-bradesco,analytics/plataforma-analytics/dags,master,3,7,0,0.0,7,100.0
scrrecpnmalinpfmlv1,analytics/plataforma-analytics/modelos,master,5,10,0,0.0,10,100.0
scrrechib361dmaispfmlv1,analytics/plataforma-analytics/modelos,master,2,5,0,0.0,5,100.0
scrrecpnm181a360dpfmlv1,analytics/plataforma-analytics/modelos,master,5,10,0,0.0,10,100.0
scrrechib181a360dpfmlv1,lucas.caraca,master,1,1,0,0.0,1,100.0
scrrecpnm91a180dpfmlv1,analytics/plataforma-analytics/modelos,master,5,10,0,0.0,10,100.0
scrrecpnm61a90dpfmlv1,analytics/plataforma-analytics/modelos,master,5,10,0,0.0,10,100.0
scrrechib05a60dpfmlv1,analytics/plataforma-analytics/modelos,master,2,5,0,0.0,5,100.0
credit-services-env-settings,credit-services/commons/config-server,master,4,10,0,0.0,10,100.0
Módulo Ecommerce WooCommerce,jornada-do-cliente/site-boa-vista,development,5,10,0,0.0,10,100.0
Módulo Ecommerce WooCommerce,jornada-do-cliente/site-boa-vista,homolog,4,10,0,0.0,10,100.0
Módulo Ecommerce WooCommerce,jornada-do-cliente/site-boa-vista,main,4,10,0,0.0,10,100.0
Teste Pypiserver,tech/labs,master,1,2,0,0.0,2,100.0
bvs-core-project-useful,data/dados-positivo/architec,master,1,10,0,0.0,10,100.0
entity-products-tests,credit-services/produtos-entidades,homolog,2,7,0,0.0,7,100.0
entity-products-tests,credit-services/produtos-entidades,master,2,10,0,0.0,10,100.0
credit-services-config-server,credit-services/commons/config-server,development,2,10,0,0.0,10,100.0
credit-services-config-server,credit-services/commons/config-server,homolog,2,10,0,0.0,10,100.0
credit-services-config-server,credit-services/commons/config-server,main,2,10,0,0.0,10,100.0
credit-services-config-server,credit-services/commons/config-server,master,2,10,0,0.0,10,100.0
entity-products-mulesoft,credit-services/produtos-entidades,homolog,2,2,0,0.0,2,100.0
entity-products-mulesoft,credit-services/produtos-entidades,master,1,1,0,0.0,1,100.0
API Absorção Legado Espelho,recuperacao/negativacao-estrategica,development,4,10,0,0.0,10,100.0
API Absorção Legado Espelho,recuperacao/negativacao-estrategica,homolog,4,10,0,0.0,10,100.0
API Absorção Legado Espelho,recuperacao/negativacao-estrategica,main,4,10,0,0.0,10,100.0
API Absorção Legado Espelho,recuperacao/negativacao-estrategica,master,3,10,0,0.0,10,100.0
monitoring-alerts-to-kanbanize,tech/architecture/bi-projects,master,2,10,0,0.0,10,100.0
wpbot_scale,data/dados-inovacao/archive/batch,development,3,10,0,0.0,10,100.0
wpbot_scale,data/dados-inovacao/archive/batch,master,3,10,0,0.0,10,100.0
Dynatrace,tech/site-reliability-engineering/monitoracao,master,1,4,0,0.0,4,100.0
pipeline-cip-rotinas-diarias,tech/bigdata/data-engineering/cadastro-positivo,master,2,10,0,0.0,10,100.0
sample-service-bigtable,tech/bigdata/data-services,master,2,4,0,0.0,4,100.0
quantico-core-api,analytics/quantico/quantico-backend,development,4,10,0,0.0,10,100.0
quantico-core-api,analytics/quantico/quantico-backend,homolog,2,10,0,0.0,10,100.0
quantico-core-api,analytics/quantico/quantico-backend,master,4,10,0,0.0,10,100.0
Santander Fast - Bens e Veiculos,anderson.schilithz,master,2,10,0,0.0,10,100.0
wikidev,melissa.cozono,master,4,9,0,0.0,9,100.0
saldo-bradesco,analytics/implantacao,master,3,5,0,0.0,5,100.0
backoffice-dw-relatorio,backoffice/dw,homolog,3,3,0,0.0,3,100.0
backoffice-dw-relatorio,backoffice/dw,master,3,3,0,0.0,3,100.0
ms-sms,ricardo.macedo,development,1,3,0,0.0,3,100.0
ms-sms,ricardo.macedo,homolog,1,10,0,0.0,10,100.0
ms-sms,ricardo.macedo,master,1,3,0,0.0,3,100.0
backoffice-dw-etl,backoffice/dw,homolog,3,10,0,0.0,10,100.0
backoffice-dw-etl,backoffice/dw,master,3,10,0,0.0,10,100.0
backoffice-dw-cubo,backoffice/dw,homolog,3,3,0,0.0,3,100.0
backoffice-dw-cubo,backoffice/dw,master,3,3,0,0.0,3,100.0
backoffice-crm-isbvs,backoffice/crm,homolog,1,10,0,0.0,10,100.0
backoffice-crm-isbvs,backoffice/crm,master,1,10,0,0.0,10,100.0
backoffice-bi-portalbi,backoffice/bi,homolog,3,3,0,0.0,3,100.0
backoffice-bi-portalbi,backoffice/bi,master,3,3,0,0.0,3,100.0
backoffice-crm-barramento,backoffice/crm,homolog,3,5,0,0.0,5,100.0
backoffice-crm-barramento,backoffice/crm,master,2,10,0,0.0,10,100.0
backoffice-bi-relatorio,backoffice/bi,homolog,4,4,0,0.0,4,100.0
backoffice-bi-relatorio,backoffice/bi,master,4,4,0,0.0,4,100.0
backoffice-bi-etl,backoffice/bi,homolog,4,7,0,0.0,7,100.0
backoffice-bi-etl,backoffice/bi,master,4,7,0,0.0,7,100.0
dashboard-ingestao,fabio.haider,master,2,7,0,0.0,7,100.0
docs,api-bvs/ci-cd,master,1,2,0,0.0,2,100.0
backoffice-bi-cubo,backoffice/bi,homolog,4,7,0,0.0,7,100.0
backoffice-bi-cubo,backoffice/bi,master,4,7,0,0.0,7,100.0
docker-image,api-bvs/ci-cd,master,3,8,0,0.0,8,100.0
scrprophibccpfmlv1,analytics/plataforma-analytics/modelos,master,4,10,0,0.0,10,100.0
scrpropnegccpfmlv1,analytics/plataforma-analytics/modelos,master,4,10,0,0.0,10,100.0
santander-fast-telemarketing,kevin.querino,master,1,10,0,0.0,10,100.0
Carrefour,eduardo.bueno,master,3,10,0,0.0,10,100.0
Santander Fast - Abertura de Conta,anderson.schilithz,master,1,10,0,0.0,10,100.0
npm,analytics/implantacao,master,1,10,0,0.0,10,100.0
scrproppnmmotospfmlv1,analytics/plataforma-analytics/modelos,master,5,10,0,0.0,10,100.0
ingestao-debitos,analytics/plataforma-analytics/bvsas,homolog,2,10,0,0.0,10,100.0
ingestao-debitos,analytics/plataforma-analytics/bvsas,master,2,10,0,0.0,10,100.0
BigQueryDb,andre.amorim,master,1,1,0,0.0,1,100.0
bff-app-consumidor,consumidor/k8s/kustomize,homolog,1,10,0,0.0,10,100.0
bff-app-consumidor,consumidor/k8s/kustomize,master,1,10,0,0.0,10,100.0
strapi,marketing-services/bluebox/site,development,3,10,0,0.0,10,100.0
strapi,marketing-services/bluebox/site,homolog,3,10,0,0.0,10,100.0
strapi,marketing-services/bluebox/site,master,3,10,0,0.0,10,100.0
mock-api-features-analytics,credit-services/commons,master,2,2,0,0.0,2,100.0
positivo-painel-controle,credit-services/consulta-dados-positivo,master,5,10,0,0.0,10,100.0
ansible-role-neo4j,analytics/plataforma-analytics,master,1,10,0,0.0,10,100.0
docker-image,estruturantes/gcp-sre-temp,development,1,3,0,0.0,3,100.0
docker-image,estruturantes/gcp-sre-temp,master,1,3,0,0.0,3,100.0
consulta-mainframe-service-lib,antoniony.lima,master,1,2,0,0.0,2,100.0
restrito,estruturantes/gcp-sre-temp,development,2,10,0,0.0,10,100.0
restrito,estruturantes/gcp-sre-temp,master,2,10,0,0.0,10,100.0
solicitacao,estruturantes/gcp-sre-temp,development,5,10,0,0.0,10,100.0
solicitacao,estruturantes/gcp-sre-temp,master,5,10,0,0.0,10,100.0
score-positivo-xml,credit-services/score,development,2,10,0,0.0,10,100.0
score-positivo-ejb,credit-services/score,development,3,10,0,0.0,10,100.0
score-positivo-ejb-client,credit-services/score,development,3,10,0,0.0,10,100.0
score-positivo-ejb-client,credit-services/score,homolog,3,10,0,0.0,10,100.0
score-positivo-ejb-client,credit-services/score,main,3,10,0,0.0,10,100.0
score-positivo-ejb-client,credit-services/score,master,1,1,0,0.0,1,100.0
bvsft,analytics/plataforma-analytics/calc-vps,master,1,4,0,0.0,4,100.0
score-positivo-xml-schemas,credit-services/score,development,2,3,0,0.0,3,100.0
score-positivo-xml-schemas,credit-services/score,homolog,1,2,0,0.0,2,100.0
score-positivo-xml-schemas,credit-services/score,main,1,2,0,0.0,2,100.0
score-positivo-xml-schemas,credit-services/score,master,1,1,0,0.0,1,100.0
portal-boavista-servicos-wp-vip,thomas.ferreira,development,1,1,0,0.0,1,100.0
portal-boavista-servicos-wp-vip,thomas.ferreira,homolog,5,10,0,0.0,10,100.0
portal-boavista-servicos-wp-vip,thomas.ferreira,master,4,10,0,0.0,10,100.0
msr-qk-af-marketing-consumer,marketing-services/valida-id/poc,master,1,10,0,0.0,10,100.0
Project Padrao Python,bruno.silva,master,3,10,0,0.0,10,100.0
poc-msr-qk-af-test,marketing-services/valida-id/poc,master,1,2,0,0.0,2,100.0
feature-toggle,credit-services/commons,homolog,1,10,0,0.0,10,100.0
feature-toggle,credit-services/commons,master,1,1,0,0.0,1,100.0
Loadtests,tech/architecture/pbot/mvp,master,1,1,0,0.0,1,100.0
bff-app-consumidor,tech/site-reliability-engineering/consumidor/app-consumidor,master,1,1,0,0.0,1,100.0
function-portfolio-management,analytics/quantico/quantico-backend,homolog,3,10,0,0.0,10,100.0
function-portfolio-management,analytics/quantico/quantico-backend,master,4,10,0,0.0,10,100.0
batch_file_watcher,data/dados-positivo/entrada/cadpos_batch,development,2,10,0,0.0,10,100.0
batch_file_watcher,data/dados-positivo/entrada/cadpos_batch,homolog,2,10,0,0.0,10,100.0
batch_file_watcher,data/dados-positivo/entrada/cadpos_batch,main,2,10,0,0.0,10,100.0
batch_file_watcher,data/dados-positivo/entrada/cadpos_batch,master,3,10,0,0.0,10,100.0
bvsas-cartoespf-cc_tr_prx_06m,analytics/plataforma-analytics/bvsas,master,2,10,0,0.0,10,100.0
auditoria-client-executor,credit-services/backend-compartilhado,development,3,10,0,0.0,10,100.0
auditoria-client-executor,credit-services/backend-compartilhado,homolog,3,10,0,0.0,10,100.0
auditoria-client-executor,credit-services/backend-compartilhado,main,3,10,0,0.0,10,100.0
auditoria-client-executor,credit-services/backend-compartilhado,master,1,10,0,0.0,10,100.0
API Login,marketing-services/bluebox,development,2,10,0,0.0,10,100.0
API Login,marketing-services/bluebox,homolog,2,10,0,0.0,10,100.0
API Login,marketing-services/bluebox,main,2,10,0,0.0,10,100.0
Migracao Oracle Postgresql,dataops,master,4,8,0,0.0,8,100.0
bvsas-cartoespf-teste,analytics/plataforma-analytics/bvsas,homolog,1,10,0,0.0,10,100.0
bvsas-cartoespf-teste,analytics/plataforma-analytics/bvsas,master,1,10,0,0.0,10,100.0
quantico-ai-models,analytics/quantico/quantico-backend,master,1,4,0,0.0,4,100.0
modus-operandi,analytics/modelagem/ferramentas,master,1,10,0,0.0,10,100.0
Stone Age,tech/bigdata/data-analytics/legacy,master,1,1,0,0.0,1,100.0
entity-products-api,credit-services/produtos-entidades,development,6,10,0,0.0,10,100.0
entity-products-api,credit-services/produtos-entidades,homolog,6,10,0,0.0,10,100.0
entity-products-api,credit-services/produtos-entidades,main,7,10,0,0.0,10,100.0
entity-products-api,credit-services/produtos-entidades,master,2,10,0,0.0,10,100.0
positivo-comunicado,credit-services/consulta-dados-positivo,master,1,1,0,0.0,1,100.0
scrcrdnegmarisaepmlv1,analytics/plataforma-analytics/modelos,master,3,8,0,0.0,8,100.0
scrcrdhibmarisaepmlv1,analytics/plataforma-analytics/modelos,master,3,9,0,0.0,9,100.0
positivo-historico-sem-pagamento,credit-services/consulta-dados-positivo,development,1,1,0,0.0,1,100.0
positivo-historico-sem-pagamento,credit-services/consulta-dados-positivo,master,4,10,0,0.0,10,100.0
positivo-historico-pagamento-mensal,credit-services/consulta-dados-positivo,master,4,10,0,0.0,10,100.0
positivo-contrato,credit-services/consulta-dados-positivo,master,4,10,0,0.0,10,100.0
positivo-historico-comportamento,credit-services/consulta-dados-positivo,homolog,1,1,0,0.0,1,100.0
positivo-historico-comportamento,credit-services/consulta-dados-positivo,master,3,10,0,0.0,10,100.0
positivo-common,credit-services/consulta-dados-positivo,master,1,1,0,0.0,1,100.0
positivo-client,credit-services/consulta-dados-positivo,master,1,1,0,0.0,1,100.0
restart-bvcp,tech/site-reliability-engineering/consumidor,master,1,7,0,0.0,7,100.0
scrcrdnegpfbotinaerocporlv1,analytics/plataforma-analytics/modelos,master,2,8,0,0.0,8,100.0
scrcrdhibpfbotinaerocporlv1,analytics/plataforma-analytics/modelos,master,2,9,0,0.0,9,100.0
scrcrdnegpfbotinaeroonrlv1,analytics/plataforma-analytics/modelos,master,3,10,0,0.0,10,100.0
cadpos-ingest,data/dados-positivo/entrada/cadpos-temp/temp,master,2,10,0,0.0,10,100.0
positivo-identificacao,credit-services/consulta-dados-positivo,development,6,10,0,0.0,10,100.0
positivo-identificacao,credit-services/consulta-dados-positivo,homolog,6,10,0,0.0,10,100.0
positivo-identificacao,credit-services/consulta-dados-positivo,main,6,10,0,0.0,10,100.0
positivo-identificacao,credit-services/consulta-dados-positivo,master,2,10,0,0.0,10,100.0
cadpos-ingest-trash,data/dados-positivo/entrada/cadpos-temp,master,2,10,0,0.0,10,100.0
grava-session,tech/site-reliability-engineering/dados-alternativos,homolog,1,2,0,0.0,2,100.0
grava-session,tech/site-reliability-engineering/dados-alternativos,master,1,3,0,0.0,3,100.0
Santander Veiculos,marina.frediano,master,1,10,0,0.0,10,100.0
relatorio-marketing-service-web,tech/site-reliability-engineering/argocd-manifests/websphere,development,2,6,0,0.0,6,100.0
relatorio-marketing-service-web,tech/site-reliability-engineering/argocd-manifests/websphere,master,1,1,0,0.0,1,100.0
internal-ingress-vivoservico,websphere/migracao-websphere,development,2,2,0,0.0,2,100.0
internal-ingress-vivoservico,websphere/migracao-websphere,master,1,1,0,0.0,1,100.0
painel-protestos,credit-services/protesto-exposicao,homolog,1,4,0,0.0,4,100.0
painel-protestos,credit-services/protesto-exposicao,master,1,4,0,0.0,4,100.0
Databricks Spark-XML,tech/bigdata/platform,master,2,6,0,0.0,6,100.0
Santander Fast - Bens,anderson.schilithz,master,1,10,0,0.0,10,100.0
Santander-CMC_Admissao,eduardo.bueno,master,2,10,0,0.0,10,100.0
Santander_CMC,rafael.sampaio,master,1,4,0,0.0,4,100.0
Santander_CC_Tomador,rafael.sampaio,master,1,5,0,0.0,5,100.0
se-excluidos,consumidor/monitor-de-eventos,master,2,10,0,0.0,10,100.0
portal-transacional,pme,master,2,3,0,0.0,3,100.0
poc-redis,tech/architecture/labs/java,master,1,7,0,0.0,7,100.0
ms-email,ricardo.macedo,development,1,10,0,0.0,10,100.0
ms-email,ricardo.macedo,homolog,1,10,0,0.0,10,100.0
ms-email,ricardo.macedo,master,1,10,0,0.0,10,100.0
app-consumidor-backoffice,tech/site-reliability-engineering/consumidor,homolog,2,3,0,0.0,3,100.0
app-consumidor-backoffice,tech/site-reliability-engineering/consumidor,master,2,5,0,0.0,5,100.0
features-recalc,anderson.schilithz,master,1,4,0,0.0,4,100.0
consulta-cadastro-anvisa-lib,websphere/migracao-websphere,development,2,3,0,0.0,3,100.0
consulta-cadastro-anvisa-lib,websphere/migracao-websphere,master,1,1,0,0.0,1,100.0
apache-superset,marketing-services,master,1,1,0,0.0,1,100.0
int-subscriptions-gbds,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
positivo-service,websphere/migracao-websphere,development,1,1,0,0.0,1,100.0
bff-frontend,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-subscriptions,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-sources,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-passage,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-dispute,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
positivo-service-client,websphere/migracao-websphere,development,1,1,0,0.0,1,100.0
ms-contracts,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-company,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
ms-blocks,tech/site-reliability-engineering/cip/exposicao,master,1,10,0,0.0,10,100.0
dashboard-ingestao,tech/site-reliability-engineering/cip,master,1,10,0,0.0,10,100.0
portal-boavista-servicos-wp-vip,igor.queiroz,homolog,1,10,0,0.0,10,100.0
portal-boavista-servicos-wp-vip,igor.queiroz,master,4,10,0,0.0,10,100.0
send-plataform-engine,tech/site-reliability-engineering/cip,master,1,10,0,0.0,10,100.0
wiki,tech/site-reliability-engineering/consumidor,master,1,8,0,0.0,8,100.0
Módulo Institucional,jornada-do-cliente/site-boa-vista,development,1,10,0,0.0,10,100.0
Módulo Institucional,jornada-do-cliente/site-boa-vista,homolog,2,10,0,0.0,10,100.0
in-excluidos,consumidor/monitor-de-eventos,master,2,9,0,0.0,9,100.0
grava-session,data/dados-inovacao/archive/batch,homolog,2,10,0,0.0,10,100.0
grava-session,data/dados-inovacao/archive/batch,master,1,10,0,0.0,10,100.0
bvsas-hello,analytics/plataforma-analytics/bvsas,homolog,2,10,0,0.0,10,100.0
bvsas-hello,analytics/plataforma-analytics/bvsas,master,2,10,0,0.0,10,100.0
postgresql_db,consumidor/monitor-de-eventos,master,1,1,0,0.0,1,100.0
portal,analytics/plataforma-analytics/bvsas,homolog,1,10,0,0.0,10,100.0
portal,analytics/plataforma-analytics/bvsas,master,1,2,0,0.0,2,100.0
web-consulta-cp-juridico,analytics/plataforma-analytics,master,2,2,0,0.0,2,100.0
awx,tech/site-reliability-engineering,master,3,5,0,0.0,5,100.0
relatorio-marketing-service-xml,marketing-services/valida-id,development,3,7,0,0.0,7,100.0
relatorio-marketing-service-xml,marketing-services/valida-id,homolog,3,9,0,0.0,9,100.0
relatorio-marketing-service-xml,marketing-services/valida-id,master,3,10,0,0.0,10,100.0
Magento1,thomas.ferreira,development,5,10,0,0.0,10,100.0
Magento1,thomas.ferreira,homolog,1,7,0,0.0,7,100.0
Magento1,thomas.ferreira,master,4,10,0,0.0,10,100.0
generic_conf_gke,tech/site-reliability-engineering/cip,master,1,10,0,0.0,10,100.0
batch_send_plataform_engine,data/dados-positivo/entrada/cadpos_batch,development,3,10,0,0.0,10,100.0
Book Variáveis Positivas,fernando.abreu,master,1,1,0,0.0,1,100.0
relatorio-marketing-service-web,marketing-services/valida-id,development,4,10,0,0.0,10,100.0
relatorio-marketing-service-web,marketing-services/valida-id,homolog,3,10,0,0.0,10,100.0
relatorio-marketing-service-web,marketing-services/valida-id,main,3,10,0,0.0,10,100.0
relatorio-marketing-service-web,marketing-services/valida-id,master,3,10,0,0.0,10,100.0
consulta-scpc-ejb-client-brga,credit-services/servico-comum,development,3,3,0,0.0,3,100.0
consulta-scpc-ejb-client-brga,credit-services/servico-comum,master,1,1,0,0.0,1,100.0
ValidacaoBook,lucas.scosta,master,1,2,0,0.0,2,100.0
atualiza-extrato,tech/site-reliability-engineering/dados-alternativos/open-banking,homolog,3,4,0,0.0,4,100.0
atualiza-extrato,tech/site-reliability-engineering/dados-alternativos/open-banking,master,3,5,0,0.0,5,100.0
atualiza-extrato,data/dados-inovacao/archive/batch/open-banking,homolog,3,10,0,0.0,10,100.0
atualiza-extrato,data/dados-inovacao/archive/batch/open-banking,master,3,10,0,0.0,10,100.0
novo-extrato-mensal,tech/site-reliability-engineering/dados-alternativos/open-banking,homolog,1,4,0,0.0,4,100.0
novo-extrato-mensal,tech/site-reliability-engineering/dados-alternativos/open-banking,master,1,3,0,0.0,3,100.0
novo-extrato-mensal,data/dados-inovacao/archive/batch/open-banking,homolog,2,10,0,0.0,10,100.0
novo-extrato-mensal,data/dados-inovacao/archive/batch/open-banking,master,2,10,0,0.0,10,100.0
busca-extrato,data/dados-inovacao/archive/batch/open-banking,homolog,2,10,0,0.0,10,100.0
busca-extrato,data/dados-inovacao/archive/batch/open-banking,master,3,10,0,0.0,10,100.0
batch-dashboard-ingest,data/dados-positivo/entrada/cadpos_batch,development,2,10,0,0.0,10,100.0
batch-dashboard-ingest,data/dados-positivo/entrada/cadpos_batch,homolog,2,10,0,0.0,10,100.0
batch-dashboard-ingest,data/dados-positivo/entrada/cadpos_batch,main,2,10,0,0.0,10,100.0
batch-dashboard-ingest,data/dados-positivo/entrada/cadpos_batch,master,1,10,0,0.0,10,100.0
perfil-equifax-ejb-client,websphere/migracao-websphere,development,2,3,0,0.0,3,100.0
perfil-equifax-ejb-client,websphere/migracao-websphere,homolog,1,1,0,0.0,1,100.0
perfil-equifax-ejb-client,websphere/migracao-websphere,master,1,1,0,0.0,1,100.0
modular-pj-contract,credit-services/preciso,development,3,10,0,0.0,10,100.0
modular-pj-contract,credit-services/preciso,homolog,2,2,0,0.0,2,100.0
modular-pj-contract,credit-services/preciso,master,2,2,0,0.0,2,100.0
perfil-equifax-ejb,websphere/migracao-websphere,development,2,3,0,0.0,3,100.0
perfil-equifax-ejb,websphere/migracao-websphere,homolog,1,1,0,0.0,1,100.0
perfil-equifax-ejb,websphere/migracao-websphere,master,1,1,0,0.0,1,100.0
scale-up-kubernetes,tech/site-reliability-engineering/scripts-custo,master,1,10,0,0.0,10,100.0
cadpos_batch,fabio.haider,master,1,1,0,0.0,1,100.0
dag-show-python-env,analytics/plataforma-analytics/dags,master,1,5,0,0.0,5,100.0
scale-down-kubernetes,tech/site-reliability-engineering/scripts-custo,master,5,10,0,0.0,10,100.0
recalc-vps,analytics/plataforma-analytics/dags,master,1,10,0,0.0,10,100.0
poc-job-log,data/dados-positivo/entrada,master,2,2,0,0.0,2,100.0
empresarial-web-web,websphere/migracao-websphere,development,2,2,0,0.0,2,100.0
empresarial-web-web,websphere/migracao-websphere,homolog,2,2,0,0.0,2,100.0
empresarial-web-web,websphere/migracao-websphere,master,2,2,0,0.0,2,100.0
grupos-web,websphere/migracao-websphere,development,2,2,0,0.0,2,100.0
grupos-web,websphere/migracao-websphere,homolog,2,2,0,0.0,2,100.0
grupos-web,websphere/migracao-websphere,master,2,2,0,0.0,2,100.0
grupos-ejb-client,credit-services/servico-comum,development,2,2,0,0.0,2,100.0
grupos-ejb-client,credit-services/servico-comum,homolog,2,2,0,0.0,2,100.0
grupos-ejb-client,credit-services/servico-comum,master,2,2,0,0.0,2,100.0
jobs-contratos-lake-parquet-2_4_4,bruno.savi,master,1,10,0,0.0,10,100.0
grupos-adapter,websphere/migracao-websphere,development,3,8,0,0.0,8,100.0
grupos-adapter,websphere/migracao-websphere,homolog,2,2,0,0.0,2,100.0
grupos-adapter,websphere/migracao-websphere,master,2,2,0,0.0,2,100.0
grupos-web,credit-services/servico-comum,development,4,10,0,0.0,10,100.0
grupos-web,credit-services/servico-comum,homolog,2,2,0,0.0,2,100.0
grupos-web,credit-services/servico-comum,master,5,10,0,0.0,10,100.0
utils,melissa.cozono,master,1,1,0,0.0,1,100.0
bridge-service-files,websphere/migracao-websphere,master,1,10,0,0.0,10,100.0
ordernar-grafia-service-web,credit-services/backend-compartilhado,development,2,3,0,0.0,3,100.0
ordernar-grafia-service-web,credit-services/backend-compartilhado,homolog,1,1,0,0.0,1,100.0
ordernar-grafia-service-web,credit-services/backend-compartilhado,master,2,10,0,0.0,10,100.0
ordernar-grafia-service-ejb-client,credit-services/backend-compartilhado,development,2,3,0,0.0,3,100.0
ordernar-grafia-service-ejb-client,credit-services/backend-compartilhado,homolog,1,1,0,0.0,1,100.0
ordernar-grafia-service-ejb-client,credit-services/backend-compartilhado,master,1,1,0,0.0,1,100.0
pessoal-plus-ejb,credit-services/pessoal,development,7,10,0,0.0,10,100.0
pessoal-plus-ejb,credit-services/pessoal,homolog,7,10,0,0.0,10,100.0
pessoal-plus-ejb,credit-services/pessoal,main,7,10,0,0.0,10,100.0
pessoal-plus-ejb,credit-services/pessoal,master,3,8,0,0.0,8,100.0
Google Cloud billing EDA,tech/architecture/bi-projects,master,2,4,0,0.0,4,100.0
ordernar-grafia-service-ejb,credit-services/backend-compartilhado,development,3,10,0,0.0,10,100.0
