Project Name,Total Commits,AI Copilot Commits,AI Copilot %,AI Manual Commits,AI Manual %,No AI Commits,No AI %
study_teste1,1,0,0.0,0,0.0,1,100.0
test_meuprojeto,1,0,0.0,0,0.0,1,100.0
test_projetoteste,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_itaubaixarenda,7,0,0.0,0,0.0,7,100.0
IAC Pgp data encrypt,3,0,0.0,0,0.0,3,100.0
study_finalbvsrare,1,0,0.0,0,0.0,1,100.0
default_limitdefine,1,0,0.0,0,0.0,1,100.0
Blockchain,2,0,0.0,0,0.0,2,100.0
scr_crd_pf_ger_gdebanco_bradv1,10,0,0.0,0,0.0,10,100.0
scr_cob_pf_ger_fx4_bvs,1,0,0.0,0,0.0,1,100.0
scr_sin_pf_vei_ger_bvs,1,0,0.0,0,0.0,1,100.0
scr_cob_pf_ger_fx5_bvs,1,0,0.0,0,0.0,1,100.0
scr_cob_pf_ger_fx3_bvs,1,0,0.0,0,0.0,1,100.0
scr_cob_pf_ger_fx2_bvs,1,0,0.0,0,0.0,1,100.0
scr_cob_pf_ger_fx1_bvs,1,0,0.0,0,0.0,1,100.0
scr_crd_pj_ger_ger_bradrotativo,10,0,0.0,0,0.0,10,100.0
scr_crd_pf_ger_ger_enova,10,0,0.0,0,0.0,10,100.0
test_testetrg,1,0,0.0,0,0.0,1,100.0
study_cnsfeaturesv1,1,0,0.0,0,0.0,1,100.0
default_triggersv2,1,0,0.0,0,0.0,1,100.0
default_triggers2,1,0,0.0,0,0.0,1,100.0
default_triggersv2,1,0,0.0,0,0.0,1,100.0
default_rndv3faixas,1,0,0.0,0,0.0,1,100.0
default_triggersdebug,1,0,0.0,0,0.0,1,100.0
api-query-build,21,0,0.0,0,0.0,21,100.0
modelo_recuperacao_PF,11,0,0.0,0,0.0,11,100.0
fat_fpr_pj_ger_ger_bancosantanderv2,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_noverde1,19,0,0.0,0,0.0,19,100.0
default_indpesado2,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_noverde,1,0,0.0,0,0.0,1,100.0
scr_crd_pj_crp_ger_bradesco,1,0,0.0,0,0.0,1,100.0
backstage,2,0,0.0,0,0.0,2,100.0
default_indpesado,12,0,0.0,0,0.0,12,100.0
scripts,33,0,0.0,0,0.0,33,100.0
scr_crd_pf_consumidor_deploy_ajuste,1,0,0.0,0,0.0,1,100.0
default_triggers,8,0,0.0,0,0.0,8,100.0
default_pcdcnabr6a30d,1,0,0.0,0,0.0,1,100.0
default_tgpcdcnabr6a30d,1,0,0.0,0,0.0,1,100.0
default_trigccmd06m,1,0,0.0,0,0.0,1,100.0
regras-default-pf,4,0,0.0,0,0.0,4,100.0
default_trigccmd06m,1,0,0.0,0,0.0,1,100.0
default_tgccmd,1,0,0.0,0,0.0,1,100.0
default_tgccmd06m,1,0,0.0,0,0.0,1,100.0
scr_crd_pj_capitalgiro_ger_bradesco,1,0,0.0,0,0.0,1,100.0
test_trigpccmd,1,0,0.0,0,0.0,1,100.0
default_pcdcn6a30d,1,0,0.0,0,0.0,1,100.0
acerta-positivo-bff-web,50,0,0.0,0,0.0,50,100.0
model-monitor-token-new-client,17,0,0.0,0,0.0,17,100.0
encryption-grpc-service,15,0,0.0,0,0.0,15,100.0
default_triggerpccmd,1,0,0.0,0,0.0,1,100.0
default_trigpccmd,1,0,0.0,0,0.0,1,100.0
rta-v2,1,0,0.0,0,0.0,1,100.0
pipeline-ingestion-as400,100,0,0.0,0,0.0,100,100.0
di-antifraude-api-qk,19,0,0.0,0,0.0,19,100.0
di-antifraude-api-qk,41,0,0.0,0,0.0,41,100.0
scr_frd_pj_ger_ger_bradescoapp,8,0,0.0,0,0.0,8,100.0
helm-chapter,3,0,0.0,0,0.0,3,100.0
test_rarecompkond,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-telefone-socio,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-email-socio,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-endereco-socio,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-email,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-socios-rf-jc,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_bradescoapppj,1,0,0.0,0,0.0,1,100.0
di-batch-api-antifraude,10,0,0.0,0,0.0,10,100.0
da-central-de-balanco,58,0,0.0,0,0.0,58,100.0
study_renda,1,0,0.0,0,0.0,1,100.0
rnd_clf_pf_ger_deploy_v3,1,0,0.0,0,0.0,1,100.0
job-envio-de-emails-mfa,13,0,0.0,0,0.0,13,100.0
study_rendabvsb3,1,0,0.0,0,0.0,1,100.0
Job Envio de Emails MFA,23,0,0.0,0,0.0,23,100.0
full-service-exclusions-dag,27,0,0.0,0,0.0,27,100.0
report-platform-encrypt-data,1,0,0.0,0,0.0,1,100.0
arquivos_rejeitados,18,0,0.0,0,0.0,18,100.0
test-parquet-payload,3,0,0.0,0,0.0,3,100.0
bvs-lb,5,0,0.0,0,0.0,5,100.0
Portal Auth Library,1,0,0.0,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v10,10,0,0.0,0,0.0,10,100.0
scr_crd_pf_ccr_ger_will24,16,0,0.0,0,0.0,16,100.0
scr_crd_pf_ccr_ger_will,1,0,0.0,0,0.0,1,100.0
scr_sta_pf_ger_deploy_v9,16,0,0.0,0,0.0,16,100.0
scr_sta_pf_ger_deploy_v8,15,0,0.0,0,0.0,15,100.0
IAM,100,0,0.0,0,0.0,100,100.0
demo-cloud-function,42,0,0.0,0,0.0,42,100.0
demo-dataproc,22,0,0.0,0,0.0,22,100.0
siapo584-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapo584,2,0,0.0,0,0.0,2,100.0
cpjpb275-produtos-sp,2,0,0.0,0,0.0,2,100.0
Siapo584,1,0,0.0,0,0.0,1,100.0
chqpb056-produtos-sp,1,0,0.0,0,0.0,1,100.0
cpjpb133-produtos-sp,2,0,0.0,0,0.0,2,100.0
Cpjpb275,1,0,0.0,0,0.0,1,100.0
cpjpb275,2,0,0.0,0,0.0,2,100.0
generic-container-indicadores-rs,62,0,0.0,0,0.0,62,100.0
chqpb056,2,0,0.0,0,0.0,2,100.0
Chqpb056,1,0,0.0,0,0.0,1,100.0
spcpb271-produtos-sp,1,0,0.0,0,0.0,1,100.0
cpjpb133,3,0,0.0,0,0.0,3,100.0
Cpjpb133,1,0,0.0,0,0.0,1,100.0
prt-extractor-data-core-ms-data-sp,1,0,0.0,0,0.0,1,100.0
scripts-pipelines,88,0,0.0,0,0.0,88,100.0
interconnect-produtos-sp,32,0,0.0,0,0.0,32,100.0
analytics-manager,100,0,0.0,0,0.0,100,100.0
scr_rec_pj_ger_ger_cefpj,9,0,0.0,0,0.0,9,100.0
cpjpo156,4,0,0.0,0,0.0,4,100.0
Cpjpo156,1,0,0.0,0,0.0,1,100.0
front-icbox-pj,35,0,0.0,0,0.0,35,100.0
model-deploy,14,0,0.0,0,0.0,14,100.0
front-icbox-pf,69,0,0.0,0,0.0,69,100.0
bff-icbox-pf,95,0,0.0,0,0.0,95,100.0
db-protestos,2,0,0.0,0,0.0,2,100.0
bff-icbox-pj,44,0,0.0,0,0.0,44,100.0
scout_online,100,0,0.0,0,0.0,100,100.0
paz_references_and_tools,1,0,0.0,0,0.0,1,100.0
extractor-pipe-core,1,0,0.0,0,0.0,1,100.0
documentacao-recuperacao,2,0,0.0,0,0.0,2,100.0
api-feature-socket-proxy,23,0,0.0,0,0.0,23,100.0
api-dashboards,82,0,0.0,0,0.0,82,100.0
scpc-comunica-front-end,38,0,0.0,0,0.0,38,100.0
api-cliente,53,0,0.0,0,0.0,53,100.0
BFF - ICBOX PF,11,0,0.0,0,0.0,11,100.0
BFF - ICBOX PJ,100,0,0.0,0,0.0,100,100.0
FRONT - ICBOX PJ,85,0,0.0,0,0.0,85,100.0
acipo028,5,0,0.0,0,0.0,5,100.0
FRONT - ICBOX PF,100,0,0.0,0,0.0,100,100.0
Acipo028,1,0,0.0,0,0.0,1,100.0
Acipo021,1,0,0.0,0,0.0,1,100.0
acipo021,5,0,0.0,0,0.0,5,100.0
chqpo144,6,0,0.0,0,0.0,6,100.0
Chqpo144,1,0,0.0,0,0.0,1,100.0
siapo178,2,0,0.0,0,0.0,2,100.0
Siapo178,1,0,0.0,0,0.0,1,100.0
spcpo209,6,0,0.0,0,0.0,6,100.0
Spcpo209,1,0,0.0,0,0.0,1,100.0
dpjpo140,5,0,0.0,0,0.0,5,100.0
Dpjpo140,1,0,0.0,0,0.0,1,100.0
cpjpo108,4,0,0.0,0,0.0,4,100.0
Cpjpo108,1,0,0.0,0,0.0,1,100.0
cpjpo161,6,0,0.0,0,0.0,6,100.0
Cpjpo161,1,0,0.0,0,0.0,1,100.0
cpjpo224,4,0,0.0,0,0.0,4,100.0
Cpjpo224,1,0,0.0,0,0.0,1,100.0
spcpb271,2,0,0.0,0,0.0,2,100.0
Cpjpo155,1,0,0.0,0,0.0,1,100.0
cpjpo155,5,0,0.0,0,0.0,5,100.0
Spcpb271,1,0,0.0,0,0.0,1,100.0
Chqsgpc1,1,0,0.0,0,0.0,1,100.0
chqsgpc1,4,0,0.0,0,0.0,4,100.0
New-Mlflow Server,1,0,0.0,0,0.0,1,100.0
siapbb24-produtos-sp,1,0,0.0,0,0.0,1,100.0
study_desbalanceado,1,0,0.0,0,0.0,1,100.0
siapbb16-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapb250-produtos-sp,3,0,0.0,0,0.0,3,100.0
siapbd86-produtos-sp,2,0,0.0,0,0.0,2,100.0
study_b3,1,0,0.0,0,0.0,1,100.0
siapbd69,2,0,0.0,0,0.0,2,100.0
siapbb37-produtos-sp,2,0,0.0,0,0.0,2,100.0
Siapbd69,1,0,0.0,0,0.0,1,100.0
siapbb24,3,0,0.0,0,0.0,3,100.0
Siapbb24,1,0,0.0,0,0.0,1,100.0
Siapbd86,1,0,0.0,0,0.0,1,100.0
siapbd86,3,0,0.0,0,0.0,3,100.0
siapbb16,3,0,0.0,0,0.0,3,100.0
siapb365-produtos-sp,2,0,0.0,0,0.0,2,100.0
Siapbb16,1,0,0.0,0,0.0,1,100.0
siapbb37,1,0,0.0,0,0.0,1,100.0
Siapbb37,1,0,0.0,0,0.0,1,100.0
siapb187-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb365,3,0,0.0,0,0.0,3,100.0
Siapb365,1,0,0.0,0,0.0,1,100.0
bvs-secret-manager,10,0,0.0,0,0.0,10,100.0
api-feature-socket-proxy,5,0,0.0,0,0.0,5,100.0
siapb187,2,0,0.0,0,0.0,2,100.0
API Legado,100,0,0.0,0,0.0,100,100.0
Siapb187,1,0,0.0,0,0.0,1,100.0
Siapo471,1,0,0.0,0,0.0,1,100.0
siapo471,7,0,0.0,0,0.0,7,100.0
dpjpo115,4,0,0.0,0,0.0,4,100.0
Dpjpo115,1,0,0.0,0,0.0,1,100.0
Siapo752,1,0,0.0,0,0.0,1,100.0
siapo752,5,0,0.0,0,0.0,5,100.0
spcsgsg6,5,0,0.0,0,0.0,5,100.0
cdc-protestos-migration-shared-tf,15,0,0.0,0,0.0,15,100.0
spcpb160-produtos-sp,1,0,0.0,0,0.0,1,100.0
scr_sin_pf_ger_ger_bvs,7,0,0.0,0,0.0,7,100.0
siasetmi-produtos-sp,1,0,0.0,0,0.0,1,100.0
spcpb161,2,0,0.0,0,0.0,2,100.0
spcpb160,3,0,0.0,0,0.0,3,100.0
Spcpb161,1,0,0.0,0,0.0,1,100.0
Spcpb160,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_pravaler2,1,0,0.0,0,0.0,1,100.0
Siasetmi,1,0,0.0,0,0.0,1,100.0
siasetmi,2,0,0.0,0,0.0,2,100.0
selenuim,2,0,0.0,0,0.0,2,100.0
tela-manutencao-cadastral-pf,16,0,0.0,0,0.0,16,100.0
vitesonar,41,0,0.0,0,0.0,41,100.0
api-legado,49,0,0.0,0,0.0,49,100.0
Workspace,2,0,0.0,0,0.0,2,100.0
dpjpb111-produtos-sp,1,0,0.0,0,0.0,1,100.0
dpjpb111,2,0,0.0,0,0.0,2,100.0
tela-manutencao-cadastral-pf,100,0,0.0,0,0.0,100,100.0
model-monitor-management,100,0,0.0,0,0.0,100,100.0
siapb522-produtos-sp,2,0,0.0,0,0.0,2,100.0
Dpjpb111,1,0,0.0,0,0.0,1,100.0
siapba27-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapb159-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb522,2,0,0.0,0,0.0,2,100.0
Siapb522,1,0,0.0,0,0.0,1,100.0
Siapb159,1,0,0.0,0,0.0,1,100.0
siapb159,1,0,0.0,0,0.0,1,100.0
siapba27,3,0,0.0,0,0.0,3,100.0
Siapba27,1,0,0.0,0,0.0,1,100.0
siapbc67,3,0,0.0,0,0.0,3,100.0
Siapbc67,1,0,0.0,0,0.0,1,100.0
siapb678-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb677-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb326-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb487-produtos-sp,2,0,0.0,0,0.0,2,100.0
agendas,0,0,0,0,0,0,0
siapb944-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb678,2,0,0.0,0,0.0,2,100.0
Siapb678,1,0,0.0,0,0.0,1,100.0
siapb043-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb040-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapb855-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb677,3,0,0.0,0,0.0,3,100.0
cospb017-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb326,3,0,0.0,0,0.0,3,100.0
Siapb677,1,0,0.0,0,0.0,1,100.0
Siapb326,1,0,0.0,0,0.0,1,100.0
siapb487,3,0,0.0,0,0.0,3,100.0
Siapb487,1,0,0.0,0,0.0,1,100.0
siapb944,2,0,0.0,0,0.0,2,100.0
Siapb944,1,0,0.0,0,0.0,1,100.0
siapb043,3,0,0.0,0,0.0,3,100.0
Siapb043,1,0,0.0,0,0.0,1,100.0
siapb040,2,0,0.0,0,0.0,2,100.0
Siapb040,1,0,0.0,0,0.0,1,100.0
siapb855,2,0,0.0,0,0.0,2,100.0
Siapb855,1,0,0.0,0,0.0,1,100.0
acc-test-adpater-produtos-us,5,0,0.0,0,0.0,5,100.0
report-platform-acc-test-api1,3,0,0.0,0,0.0,3,100.0
ms-model-monitor-management,100,0,0.0,0,0.0,100,100.0
report-platform-acc-test-api2,3,0,0.0,0,0.0,3,100.0
report-platform-acc-test-api3,3,0,0.0,0,0.0,3,100.0
report-platform-acc-test,4,0,0.0,0,0.0,4,100.0
report-platform-acc-test-api3,1,0,0.0,0,0.0,1,100.0
report-platform-acc-test-api2,1,0,0.0,0,0.0,1,100.0
api-legado,1,0,0.0,0,0.0,1,100.0
report-platform-acc-test-api1,1,0,0.0,0,0.0,1,100.0
report-platform-acc-test,1,0,0.0,0,0.0,1,100.0
api-legado,1,0,0.0,0,0.0,1,100.0
cospb004-produtos-sp,2,0,0.0,0,0.0,2,100.0
dpjpo133,2,0,0.0,0,0.0,2,100.0
Dpjpo133,1,0,0.0,0,0.0,1,100.0
spcpo151,2,0,0.0,0,0.0,2,100.0
Spcpo151,1,0,0.0,0,0.0,1,100.0
siapo833,4,0,0.0,0,0.0,4,100.0
DPJPO133,1,0,0.0,0,0.0,1,100.0
Siapo833,1,0,0.0,0,0.0,1,100.0
SIAPO178,1,0,0.0,0,0.0,1,100.0
SPCPO151,1,0,0.0,0,0.0,1,100.0
SIAPO833,1,0,0.0,0,0.0,1,100.0
cospb003-produtos-sp,2,0,0.0,0,0.0,2,100.0
cospb017,4,0,0.0,0,0.0,4,100.0
cospb004,2,0,0.0,0,0.0,2,100.0
Cospb017,1,0,0.0,0,0.0,1,100.0
cospb098-produtos-sp,2,0,0.0,0,0.0,2,100.0
Cospb004,1,0,0.0,0,0.0,1,100.0
Cospb003,1,0,0.0,0,0.0,1,100.0
cospb046-produtos-sp,2,0,0.0,0,0.0,2,100.0
cospb003,2,0,0.0,0,0.0,2,100.0
cospb098,2,0,0.0,0,0.0,2,100.0
Cospb098,1,0,0.0,0,0.0,1,100.0
Cospb046,1,0,0.0,0,0.0,1,100.0
cospb046,3,0,0.0,0,0.0,3,100.0
siapb665,3,0,0.0,0,0.0,3,100.0
Siapb665,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_banqii,7,0,0.0,0,0.0,7,100.0
development-ecosystem-streamlit-sdk,15,0,0.0,0,0.0,15,100.0
api-cadeia-societaria,35,0,0.0,0,0.0,35,100.0
spcsgps1,5,0,0.0,0,0.0,5,100.0
development-ecosystem-sdk-metrics,71,0,0.0,0,0.0,71,100.0
Spcsgsg6,1,0,0.0,0,0.0,1,100.0
Spcsgps1,1,0,0.0,0,0.0,1,100.0
Siasglc1,1,0,0.0,0,0.0,1,100.0
siasglc1,5,0,0.0,0,0.0,5,100.0
cpjpo133,4,0,0.0,0,0.0,4,100.0
Cpjpo133,1,0,0.0,0,0.0,1,100.0
cpjpo128,6,0,0.0,0,0.0,6,100.0
scr_crd_pf_ger_ger_juvo,8,0,0.0,0,0.0,8,100.0
Cpjpo128,1,0,0.0,0,0.0,1,100.0
siapo367,4,0,0.0,0,0.0,4,100.0
Siapo367,1,0,0.0,0,0.0,1,100.0
test_testnewproject,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_pravaler,1,0,0.0,0,0.0,1,100.0
scr_fpd_pf_ger_ger_lebes,1,0,0.0,0,0.0,1,100.0
workload-actions-api,12,0,0.0,0,0.0,12,100.0
pipeline-acoes-registros-entrada,1,0,0.0,0,0.0,1,100.0
grpc-rs-data2-us,13,0,0.0,0,0.0,13,100.0
pipeline-acoes-arquivos-entrada,1,0,0.0,0,0.0,1,100.0
pipeline-acoes-movimentacoes,1,0,0.0,0,0.0,1,100.0
Discovery URL Service,93,0,0.0,0,0.0,93,100.0
generic-container-models-grpc-rs,12,0,0.0,0,0.0,12,100.0
siapb280-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb275-produtos-sp,3,0,0.0,0,0.0,3,100.0
siapb245-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb250,2,0,0.0,0,0.0,2,100.0
Siapb250,1,0,0.0,0,0.0,1,100.0
siapb280,2,0,0.0,0,0.0,2,100.0
Siapb280,1,0,0.0,0,0.0,1,100.0
Siapb275,1,0,0.0,0,0.0,1,100.0
siapb275,2,0,0.0,0,0.0,2,100.0
siapb245,2,0,0.0,0,0.0,2,100.0
Siapb245,1,0,0.0,0,0.0,1,100.0
siapbd99-produtos-sp,1,0,0.0,0,0.0,1,100.0
Indicadores de Variáveis,8,0,0.0,0,0.0,8,100.0
siapbd78-produtos-sp,2,0,0.0,0,0.0,2,100.0
SCPC-Comunica-Front-End,100,0,0.0,0,0.0,100,100.0
siapb167-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapba16-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapbd99,2,0,0.0,0,0.0,2,100.0
siapbd78,2,0,0.0,0,0.0,2,100.0
Siapbd78,1,0,0.0,0,0.0,1,100.0
Siapbd99,1,0,0.0,0,0.0,1,100.0
siapb167,2,0,0.0,0,0.0,2,100.0
Siapb167,1,0,0.0,0,0.0,1,100.0
siapb533-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapba16,2,0,0.0,0,0.0,2,100.0
Siapba16,1,0,0.0,0,0.0,1,100.0
Siapb533,1,0,0.0,0,0.0,1,100.0
siapb533,2,0,0.0,0,0.0,2,100.0
dpjpb139-produtos-sp,2,0,0.0,0,0.0,2,100.0
siapb488-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapb974-produtos-sp,1,0,0.0,0,0.0,1,100.0
dpjpb139,2,0,0.0,0,0.0,2,100.0
siapb488,2,0,0.0,0,0.0,2,100.0
siapb928-produtos-sp,2,0,0.0,0,0.0,2,100.0
Siapb488,1,0,0.0,0,0.0,1,100.0
siapb974,2,0,0.0,0,0.0,2,100.0
Siapb974,1,0,0.0,0,0.0,1,100.0
siapb505-produtos-sp,2,0,0.0,0,0.0,2,100.0
cospb097-produtos-sp,2,0,0.0,0,0.0,2,100.0
Siapb928,1,0,0.0,0,0.0,1,100.0
siapb928,2,0,0.0,0,0.0,2,100.0
db,27,0,0.0,0,0.0,27,100.0
Siapb505,1,0,0.0,0,0.0,1,100.0
siapb505,2,0,0.0,0,0.0,2,100.0
cospb097,2,0,0.0,0,0.0,2,100.0
Cospb097,1,0,0.0,0,0.0,1,100.0
spcpb152,2,0,0.0,0,0.0,2,100.0
Dpjpb139,1,0,0.0,0,0.0,1,100.0
Spcpb152,1,0,0.0,0,0.0,1,100.0
spcpb087,3,0,0.0,0,0.0,3,100.0
Spcpb087,1,0,0.0,0,0.0,1,100.0
workload-job-action,1,0,0.0,0,0.0,1,100.0
siacloud-spc-service,8,0,0.0,0,0.0,8,100.0
workload_actions_db,4,0,0.0,0,0.0,4,100.0
workload-actions-api,41,0,0.0,0,0.0,41,100.0
base-cadastral-api-qk,74,0,0.0,0,0.0,74,100.0
spcpb152-produtos-sp,1,0,0.0,0,0.0,1,100.0
cospb015-produtos-sp,2,0,0.0,0,0.0,2,100.0
cospb015,3,0,0.0,0,0.0,3,100.0
base-cadastral-api-qk,100,0,0.0,0,0.0,100,100.0
Cospb015,1,0,0.0,0,0.0,1,100.0
spcpb087-produtos-sp,1,0,0.0,0,0.0,1,100.0
siapba53-produtos-sp,2,0,0.0,0,0.0,2,100.0
spcpb034,3,0,0.0,0,0.0,3,100.0
siapo371,2,0,0.0,0,0.0,2,100.0
Spcpb034,1,0,0.0,0,0.0,1,100.0
Siapo371,1,0,0.0,0,0.0,1,100.0
spcpo198,2,0,0.0,0,0.0,2,100.0
chqpo119,2,0,0.0,0,0.0,2,100.0
Spcpo198,1,0,0.0,0,0.0,1,100.0
Chqpo119,1,0,0.0,0,0.0,1,100.0
cpjpo127,4,0,0.0,0,0.0,4,100.0
Cpjpo127,1,0,0.0,0,0.0,1,100.0
Siapo174,1,0,0.0,0,0.0,1,100.0
siapo174,29,0,0.0,0,0.0,29,100.0
cpjseeqx,2,0,0.0,0,0.0,2,100.0
Cpjseeqx,1,0,0.0,0,0.0,1,100.0
siapb426-produtos-sp,2,0,0.0,0,0.0,2,100.0
MIS Carregar Arquivo Nada Consta,1,0,0.0,0,0.0,1,100.0
authentication,73,0,0.0,0,0.0,73,100.0
MIS Carregar Arquivo Cartórios,1,0,0.0,0,0.0,1,100.0
MIS Carregar Arquivo Pagamentos,1,0,0.0,0,0.0,1,100.0
Cockpit Web,100,0,0.0,0,0.0,100,100.0
MIS Carregar Arquivo Interface,1,0,0.0,0,0.0,1,100.0
Portal De Vendas,60,0,0.0,0,0.0,60,100.0
old-score-positivo-xml,100,0,0.0,0,0.0,100,100.0
workspace,7,0,0.0,0,0.0,7,100.0
Rede Verde Amarela,100,0,0.0,0,0.0,100,100.0
MIS Mapeador Recibos,2,0,0.0,0,0.0,2,100.0
dw-certificacao,12,0,0.0,0,0.0,12,100.0
scr_crd_pf_documentacao_modelos_bvs,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_notebook_documentacao_modelos,1,0,0.0,0,0.0,1,100.0
feature-store-gate,33,0,0.0,0,0.0,33,100.0
pipeline-cadastral-pj-ingestao-fgts,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-sintegra-legado,1,0,0.0,0,0.0,1,100.0
MIS WEB,2,0,0.0,0,0.0,2,100.0
pipeline-cadastral-pj-ingestao-sintegra,1,0,0.0,0,0.0,1,100.0
siapba11,1,0,0.0,0,0.0,1,100.0
SIAPBA11,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-suframa,1,0,0.0,0,0.0,1,100.0
test_indicadork1,1,0,0.0,0,0.0,1,100.0
test_indicadork,1,0,0.0,0,0.0,1,100.0
rnd_rpr_pf_class2_v3_bvs,1,0,0.0,0,0.0,1,100.0
monitoring,43,0,0.0,0,0.0,43,100.0
rnd_rpr_pf_class1_v3_bvs,1,0,0.0,0,0.0,1,100.0
rnd_rpr_pf_class1_ger_bvs,1,0,0.0,0,0.0,1,100.0
dataflow-migration-shared,2,0,0.0,0,0.0,2,100.0
login-adapter,19,0,0.0,0,0.0,19,100.0
Frontend Filtros,1,0,0.0,0,0.0,1,100.0
ic-box-mock,4,0,0.0,0,0.0,4,100.0
golden-cli,5,0,0.0,0,0.0,5,100.0
ic-box-mock,9,0,0.0,0,0.0,9,100.0
golden-image,4,0,0.0,0,0.0,4,100.0
test_indicador2,1,0,0.0,0,0.0,1,100.0
test_indicador1,1,0,0.0,0,0.0,1,100.0
test_indicador5,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_ger_neon,7,0,0.0,0,0.0,7,100.0
job-paid-debts-processor,6,0,0.0,0,0.0,6,100.0
scr_crd_pf_ger_ger_bcoorig,11,0,0.0,0,0.0,11,100.0
test_indicador4,1,0,0.0,0,0.0,1,100.0
Photon,100,0,0.0,0,0.0,100,100.0
test_indicador1,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_crp_ger_99pay,7,0,0.0,0,0.0,7,100.0
job paid debts processor,16,0,0.0,0,0.0,16,100.0
test_testceasdk,1,0,0.0,0,0.0,1,100.0
test_indicador3,1,0,0.0,0,0.0,1,100.0
test_indicador3,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_credpago,17,0,0.0,0,0.0,17,100.0
test_indicador2,1,0,0.0,0,0.0,1,100.0
test_indicador1,1,0,0.0,0,0.0,1,100.0
ingress-gateway,15,0,0.0,0,0.0,15,100.0
string-adapter,19,0,0.0,0,0.0,19,100.0
login-adapter,24,0,0.0,0,0.0,24,100.0
model-monitor-management,15,0,0.0,0,0.0,15,100.0
File,19,0,0.0,0,0.0,19,100.0
test_indicadores1,1,0,0.0,0,0.0,1,100.0
pipeline-pessoa-estado_civil,1,0,0.0,0,0.0,1,100.0
pipeline-pessoa-grau_instrucao,1,0,0.0,0,0.0,1,100.0
sdk-python-ignite-lite,100,0,0.0,0,0.0,100,100.0
pipeline-pessoa-endereco,1,0,0.0,0,0.0,1,100.0
test_modeltemp1,1,0,0.0,0,0.0,1,100.0
pipeline-pessoa-email,1,0,0.0,0,0.0,1,100.0
util-commands,6,0,0.0,0,0.0,6,100.0
siapbc71,2,0,0.0,0,0.0,2,100.0
Siapbc71,1,0,0.0,0,0.0,1,100.0
teste,2,0,0.0,0,0.0,2,100.0
protesto-web-rest,22,0,0.0,0,0.0,22,100.0
metrics-maven-lib,28,0,0.0,0,0.0,28,100.0
ICBOX Mocks,2,0,0.0,0,0.0,2,100.0
report-platform-products-bridge,64,0,0.0,0,0.0,64,100.0
feature-store-gate,100,0,0.0,0,0.0,100,100.0
login-adapter,35,0,0.0,0,0.0,35,100.0
ingress-gateway,42,0,0.0,0,0.0,42,100.0
string-adapter,60,0,0.0,0,0.0,60,100.0
json-path,45,0,0.0,0,0.0,45,100.0
string-adapter,1,0,0.0,0,0.0,1,100.0
Workspace,14,0,0.0,0,0.0,14,100.0
bda-cdc-mig-bvs-data-us,3,0,0.0,0,0.0,3,100.0
rta-api-data-sp,26,0,0.0,0,0.0,26,100.0
ms-model-monitor-management,49,0,0.0,0,0.0,49,100.0
Siacloud frontend,100,0,0.0,0,0.0,100,100.0
api-consulta-dados-cadastrais,54,0,0.0,0,0.0,54,100.0
