Project Name,Total Commits,AI Copilot Commits,AI Copilot %,AI Manual Commits,AI Manual %,No AI Commits,No AI %
gitlab,100,0,0.0,0,0.0,100,100.0
scr_crd_pf_ger_ger_credz,16,0,0.0,0,0.0,16,100.0
automacao-gitlab-auto-update,28,0,0.0,0,0.0,28,100.0
scr_crd_pf_ger_ger_midway,1,0,0.0,0,0.0,1,100.0
Módulo Institucional,100,0,0.0,0,0.0,100,100.0
bvs-attestor,2,0,0.0,0,0.0,2,100.0
Job MVP Atualizador Atributos,15,0,0.0,0,0.0,15,100.0
model-debugger,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-numero-dependentes-carga,15,0,0.0,0,0.0,15,100.0
pipeline-cadastral-obito-carga,4,0,0.0,0,0.0,4,100.0
scr_crd_pf_ger_varejomole_bvs,1,0,0.0,0,0.0,1,100.0
bvs-binary-authorization,11,0,0.0,0,0.0,11,100.0
bch-sk-jv-telcos-new,1,0,0.0,0,0.0,1,100.0
java_spring_boot,1,0,0.0,0,0.0,1,100.0
pvt_models,100,0,0.0,0,0.0,100,100.0
Api Meus Pedidos,51,0,0.0,0,0.0,51,100.0
python_fastapi,6,0,0.0,0,0.0,6,100.0
eip-auth,19,0,0.0,0,0.0,19,100.0
eip-core,14,0,0.0,0,0.0,14,100.0
factor-ejb,53,0,0.0,0,0.0,53,100.0
teste-proxy,4,0,0.0,0,0.0,4,100.0
Rede Verde Amarela,25,0,0.0,0,0.0,25,100.0
models_resources,6,0,0.0,0,0.0,6,100.0
cea-business-rules,8,0,0.0,0,0.0,8,100.0
communication-lib,25,0,0.0,0,0.0,25,100.0
portal-de-vendas,6,0,0.0,0,0.0,6,100.0
scr_crd_pf_p5_ger_bvs2,1,0,0.0,0,0.0,1,100.0
bluebox-frontend-landing-page,10,0,0.0,0,0.0,10,100.0
test_testevrt01,1,0,0.0,0,0.0,1,100.0
test_testvrt01,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_vei_ger_bvs,1,0,0.0,0,0.0,1,100.0
bluebox-frontend,28,0,0.0,0,0.0,28,100.0
SDK-externa-enriquecimento,1,0,0.0,0,0.0,1,100.0
elasticsearch,45,0,0.0,0,0.0,45,100.0
bch-sk-jv-telcos-delorean,0,0,0,0,0,0,0
IAM,100,0,0.0,0,0.0,100,100.0
score,17,0,0.0,0,0.0,17,100.0
api-protesto-faturamento,63,0,0.0,0,0.0,63,100.0
scr_crd_pf_ger_grupo_herval,21,0,0.0,0,0.0,21,100.0
paralelizacao-gke-autoe,42,0,0.0,0,0.0,42,100.0
cert-score,14,0,0.0,0,0.0,14,100.0
scr_crd_pf_ccr_banc_advanced,11,0,0.0,0,0.0,11,100.0
rnd_bhv_pj_ccr_banc_fortbrasil,1,0,0.0,0,0.0,1,100.0
rnd_bhv_pf_crp_nbanc_fortbrasil,1,0,0.0,0,0.0,1,100.0
test_mytest2,1,0,0.0,0,0.0,1,100.0
fat_bhv_pj_crazyprod_l123_customclient,1,0,0.0,0,0.0,1,100.0
study_meuestudo,1,0,0.0,0,0.0,1,100.0
test_meuteste,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_public_client,1,0,0.0,0,0.0,1,100.0
troca-de-informacoes-enel,21,0,0.0,0,0.0,21,100.0
RVA,4,0,0.0,0,0.0,4,100.0
API Saldo Leads,31,0,0.0,0,0.0,31,100.0
Módulo Ecommerce WooCommerce Plugins Terceiros,46,0,0.0,0,0.0,46,100.0
kanbanize,23,0,0.0,0,0.0,23,100.0
scr_crd_pf_ccr_nbanc_testvrt2,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_nbanc_testvrt,1,0,0.0,0,0.0,1,100.0
Pipelines,24,0,0.0,0,0.0,24,100.0
bda-msv-bke-qk-auth,42,0,0.0,0,0.0,42,100.0
factor-web,28,0,0.0,0,0.0,28,100.0
scr_crd_pf_ccr_public_bvs,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_ger_bvs5test,1,0,0.0,0,0.0,1,100.0
cea-model-validation-utils,2,0,0.0,0,0.0,2,100.0
webhook,9,0,0.0,0,0.0,9,100.0
bluebox-admin-frontend,24,0,0.0,0,0.0,24,100.0
API Visões,25,0,0.0,0,0.0,25,100.0
bluebox,74,0,0.0,0,0.0,74,100.0
api-relatorio-tubo,100,0,0.0,0,0.0,100,100.0
Project Argus,3,0,0.0,0,0.0,3,100.0
scr_crd_pf_ccr_nbanc_testvrt4,1,0,0.0,0,0.0,1,100.0
ci-cdc-acoes-temp,5,0,0.0,0,0.0,5,100.0
scr_crd_pf_crp_ger_bvs,1,0,0.0,0,0.0,1,100.0
cdc_acoes,78,0,0.0,0,0.0,78,100.0
Módulo Ecommerce WooCommerce Plugins Terceiros,46,0,0.0,0,0.0,46,100.0
Módulo Ecommerce WooCommerce Plugins,100,0,0.0,0,0.0,100,100.0
serving,21,0,0.0,0,0.0,21,100.0
report-platform-product-loader,33,0,0.0,0,0.0,33,100.0
report-platform-product-loader,1,0,0.0,0,0.0,1,100.0
api-acoes-despejo,24,0,0.0,0,0.0,24,100.0
scr_bhv_pf_vrt_vrt_vrt15,1,0,0.0,0,0.0,1,100.0
bch-sk-sc-bacen-scr-java,100,0,0.0,0,0.0,100,100.0
da-api-geo,72,0,0.0,0,0.0,72,100.0
da-api-geo,100,0,0.0,0,0.0,100,100.0
auth-service,54,0,0.0,0,0.0,54,100.0
dw-hermes-logs,1,0,0.0,0,0.0,1,100.0
acoes,20,0,0.0,0,0.0,20,100.0
acoes-backend,39,0,0.0,0,0.0,39,100.0
scr_crd_pf_ccr_banc_inter,57,0,0.0,0,0.0,57,100.0
atlantis-chart,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_bvs2,1,0,0.0,0,0.0,1,100.0
Transacional Sem Captcha,100,0,0.0,0,0.0,100,100.0
target_toolbox,27,0,0.0,0,0.0,27,100.0
Transacional Com Captcha,100,0,0.0,0,0.0,100,100.0
report-platform-access-authorization,12,0,0.0,0,0.0,12,100.0
scr_bhv_pf_vrt_vrt_vrt,1,0,0.0,0,0.0,1,100.0
plt-serving-layer,11,0,0.0,0,0.0,11,100.0
report-platform-access-authorization,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ep_ger_banqi,17,0,0.0,0,0.0,17,100.0
collect-akna-report-process,35,0,0.0,0,0.0,35,100.0
scr_bhv_pf_teste_cf_vr,1,0,0.0,0,0.0,1,100.0
mis-modeling-mat,100,0,0.0,0,0.0,100,100.0
scr_crd_pj_ger_ger_ailos,1,0,0.0,0,0.0,1,100.0
tests-canais,1,0,0.0,0,0.0,1,100.0
scr_fpd_pf_crp_deploy_bvs4,13,0,0.0,0,0.0,13,100.0
code-AS400,100,0,0.0,0,0.0,100,100.0
Api Meus Pedidos,61,0,0.0,0,0.0,61,100.0
report-platform-coexistence-as400,13,0,0.0,0,0.0,13,100.0
platform-core-project-base-new,18,0,0.0,0,0.0,18,100.0
platform-core-project-base-gcp-new,16,0,0.0,0,0.0,16,100.0
project-import-test,2,0,0.0,0,0.0,2,100.0
beans-akna-situacaoprocessohistorico,1,0,0.0,0,0.0,1,100.0
beans-akna-return,1,0,0.0,0,0.0,1,100.0
backoffice-portais,17,0,0.0,0,0.0,17,100.0
Audit Log Lib,1,0,0.0,0,0.0,1,100.0
report-platform-coexistence-client-adm,13,0,0.0,0,0.0,13,100.0
portal-backoffice,25,0,0.0,0,0.0,25,100.0
scr_fpd_pf_vei_deploy_bvs,9,0,0.0,0,0.0,9,100.0
report-platform-coexistence-client-adm,1,0,0.0,0,0.0,1,100.0
collect-akna-report-process,88,0,0.0,0,0.0,88,100.0
beans-akna-situacaoprocessohistorico,3,0,0.0,0,0.0,3,100.0
portal-backoffice,1,0,0.0,0,0.0,1,100.0
beans-akna-retornosituacaoprocesso,1,0,0.0,0,0.0,1,100.0
beans-akna-retornohistoricoacoes,1,0,0.0,0,0.0,1,100.0
beans-akna-mensagem,1,0,0.0,0,0.0,1,100.0
scr_fpd_pf_ger_ger_deploy,11,0,0.0,0,0.0,11,100.0
beans-akna-return,5,0,0.0,0,0.0,5,100.0
scr_fpd_pf_crp_deploy_bvs3,1,0,0.0,0,0.0,1,100.0
scr_fpd_pf_crp_deploy_bvs2,1,0,0.0,0,0.0,1,100.0
cdc-cdk-generic,6,0,0.0,0,0.0,6,100.0
beans-akna-retornosituacaoprocesso,4,0,0.0,0,0.0,4,100.0
beans-akna-retornohistoricoacoes,4,0,0.0,0,0.0,4,100.0
report-platform-qa-score,52,0,0.0,0,0.0,52,100.0
acoes-backend,100,0,0.0,0,0.0,100,100.0
scr_crd_pf_ger_ger_timt0,9,0,0.0,0,0.0,9,100.0
Troca de Informacoes Enel,79,0,0.0,0,0.0,79,100.0
acoes-java,0,0,0,0,0,0,0
finops,8,0,0.0,0,0.0,8,100.0
scr_sin_pj_ger_ger_allianz,1,0,0.0,0,0.0,1,100.0
beans-akna-listadestinatarios,1,0,0.0,0,0.0,1,100.0
beans-akna-historicoacoes,1,0,0.0,0,0.0,1,100.0
factor-integrator-web,14,0,0.0,0,0.0,14,100.0
Test Data Status Api,1,0,0.0,0,0.0,1,100.0
beans-akna-mensagem,3,0,0.0,0,0.0,3,100.0
scr_fpd_pf_crp_deploy_bvs,1,0,0.0,0,0.0,1,100.0
beans-akna-listadestinatarios,5,0,0.0,0,0.0,5,100.0
Módulo Institucional,100,0,0.0,0,0.0,100,100.0
scr_crd_pf_ccr_ger_deployrennerapp,11,0,0.0,0,0.0,11,100.0
beans-akna-historicoacoes,7,0,0.0,0,0.0,7,100.0
beans-akna-downloadhistoricoacoes,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_ger_bvsv5,1,0,0.0,0,0.0,1,100.0
scr_fpd_pf_ccr_ger_deploy,15,0,0.0,0,0.0,15,100.0
scr_crd_pf_ccr_ger_deployrennerlojas,17,0,0.0,0,0.0,17,100.0
beans-akna-downloadhistoricoacoes,2,0,0.0,0,0.0,2,100.0
cert-acerta,14,0,0.0,0,0.0,14,100.0
Módulo Institucional,100,0,0.0,0,0.0,100,100.0
Frontend Meus Pedidos,7,0,0.0,0,0.0,7,100.0
scr_crd_pf_rci_ger_bvs,1,0,0.0,0,0.0,1,100.0
plt-serving-layer,100,0,0.0,0,0.0,100,100.0
cea-business-rules,2,0,0.0,0,0.0,2,100.0
beans-akna-acaopontual,1,0,0.0,0,0.0,1,100.0
rnd_rpr_pf_ger_banc_santander,100,0,0.0,0,0.0,100,100.0
pessoa-fisica-ejb,17,0,0.0,0,0.0,17,100.0
monitoracaocp,49,0,0.0,0,0.0,49,100.0
scr_bhv_pf_teste_tst_bvs,1,0,0.0,0,0.0,1,100.0
study_triggerbra,1,0,0.0,0,0.0,1,100.0
cea-business-rules-api,1,0,0.0,0,0.0,1,100.0
bda-msv-fte-nd-core-platform,12,0,0.0,0,0.0,12,100.0
beans-akna-acaopontual,10,0,0.0,0,0.0,10,100.0
Frontend Meus Pedidos,0,0,0,0,0,0,0
scr_bhv_pf_ger_ger_bvs,1,0,0.0,0,0.0,1,100.0
rnd_rpr_pf_ger_ger_bvs,1,0,0.0,0,0.0,1,100.0
beans-aknaacaopontual,1,0,0.0,0,0.0,1,100.0
factor-web,5,0,0.0,0,0.0,5,100.0
factor-integrator,1,0,0.0,0,0.0,1,100.0
IAM,100,0,0.0,0,0.0,100,100.0
wpbot_scale,100,0,0.0,0,0.0,100,100.0
DataCatalogComponent2,92,0,0.0,0,0.0,92,100.0
scr_frd_pf_ger_ger_next,1,0,0.0,0,0.0,1,100.0
cea-deploy-utils,100,0,0.0,0,0.0,100,100.0
scr_crd_pf_ger_varejodurov2_bvs,8,0,0.0,0,0.0,8,100.0
cert-define,14,0,0.0,0,0.0,14,100.0
gabriel.jsantos,1,0,0.0,0,0.0,1,100.0
Modulo Base Wordpress k8s,100,0,0.0,0,0.0,100,100.0
Api Planos,85,0,0.0,0,0.0,85,100.0
captura-fontes,66,0,0.0,0,0.0,66,100.0
bvs-api-factor,65,0,0.0,0,0.0,65,100.0
awx,14,0,0.0,0,0.0,14,100.0
awx-old,5,0,0.0,0,0.0,5,100.0
tower-demo,40,0,0.0,0,0.0,40,100.0
ansible-old,100,0,0.0,0,0.0,100,100.0
ipam,3,0,0.0,0,0.0,3,100.0
baseline,29,0,0.0,0,0.0,29,100.0
vmware,1,0,0.0,0,0.0,1,100.0
dag-clean-fs-hist,23,0,0.0,0,0.0,23,100.0
gerenciamento-de-carteira,2,0,0.0,0,0.0,2,100.0
api-protestos,100,0,0.0,0,0.0,100,100.0
pipeline-export-fullservice,100,0,0.0,0,0.0,100,100.0
awx,15,0,0.0,0,0.0,15,100.0
scr_crd_pf_ftch_ger_bvs,1,0,0.0,0,0.0,1,100.0
infra-scripts,2,0,0.0,0,0.0,2,100.0
gerenciamento-de-carteira,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_caedu_caedu,11,0,0.0,0,0.0,11,100.0
manutencao-bq,1,0,0.0,0,0.0,1,100.0
define-positivo-bff,100,0,0.0,0,0.0,100,100.0
API Visões,67,0,0.0,0,0.0,67,100.0
cadastro-positivo,18,0,0.0,0,0.0,18,100.0
scr_crd_pf_solar_ger_bv,11,0,0.0,0,0.0,11,100.0
rnd_rpr_pf_ger_ger_study,12,0,0.0,0,0.0,12,100.0
rnd_rpr_pf_itau_ger_itau,1,0,0.0,0,0.0,1,100.0
scr_p5_pf_ger_ger_v5,23,0,0.0,0,0.0,23,100.0
api-parameters-ingestion-to-full,100,0,0.0,0,0.0,100,100.0
scr_crd_pf_ger_ger_boticario,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_bvs98,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_bvs99,1,0,0.0,0,0.0,1,100.0
test_testesegsimv1,1,0,0.0,0,0.0,1,100.0
study_nubank_instructions,2,0,0.0,0,0.0,2,100.0
study_nubank_ep_v2,4,0,0.0,0,0.0,4,100.0
study_nubank_cc_v2,3,0,0.0,0,0.0,3,100.0
study_nubank_cc_v1,7,0,0.0,0,0.0,7,100.0
gerenciamento-carteira-ejb,1,0,0.0,0,0.0,1,100.0
report_apis,30,0,0.0,0,0.0,30,100.0
cea-sdk-client,1,0,0.0,0,0.0,1,100.0
bridge-service-web,1,0,0.0,0,0.0,1,100.0
cert-servico-comum,15,0,0.0,0,0.0,15,100.0
cloud-platform-tests,47,0,0.0,0,0.0,47,100.0
scr_crd_pf_ger_ger_timtg,10,0,0.0,0,0.0,10,100.0
scr_crd_pf_ger_ger_bvsv5,1,0,0.0,0,0.0,1,100.0
dataflow-full-hibrido-gcp,100,0,0.0,0,0.0,100,100.0
scr_rec_pf_ger_ger_digio,12,0,0.0,0,0.0,12,100.0
DigioCollection_,1,0,0.0,0,0.0,1,100.0
Gerenciamento de Carteira,1,0,0.0,0,0.0,1,100.0
cert-empresarial,15,0,0.0,0,0.0,15,100.0
Digio2_Collection,1,0,0.0,0,0.0,1,100.0
Digio2,1,0,0.0,0,0.0,1,100.0
Digio2_Collection2,1,0,0.0,0,0.0,1,100.0
gerenciamento-de-carteira-web,64,0,0.0,0,0.0,64,100.0
DigioCollection,1,0,0.0,0,0.0,1,100.0
gerenciamento-carteira-ejb,1,0,0.0,0,0.0,1,100.0
cert-preciso,15,0,0.0,0,0.0,15,100.0
Digio Collection,1,0,0.0,0,0.0,1,100.0
Digio_Collection,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_varejoduro_bvs,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_06next_next,1,0,0.0,0,0.0,1,100.0
scr_crd_pj_ger_ger_sicredi,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_bvs,1,0,0.0,0,0.0,1,100.0
gitpod,5,0,0.0,0,0.0,5,100.0
study_casepadrao,1,0,0.0,0,0.0,1,100.0
Snippets,2,0,0.0,0,0.0,2,100.0
cert-servico-telco,17,0,0.0,0,0.0,17,100.0
scr_crd_pf_ep_ger_sicredi2022,1,0,0.0,0,0.0,1,100.0
terraform2.0,100,0,0.0,0,0.0,100,100.0
scr_rec_pf_ccr_ger_study,1,0,0.0,0,0.0,1,100.0
cea-security-lib,9,0,0.0,0,0.0,9,100.0
solicitacao-beta,52,0,0.0,0,0.0,52,100.0
pipeline-cadastral-nome-carga ,2,0,0.0,0,0.0,2,100.0
study_testemodelo,1,0,0.0,0,0.0,1,100.0
analytika-function-startup-scripts,77,0,0.0,0,0.0,77,100.0
consulta-cadastro-anvisa-lib,14,0,0.0,0,0.0,14,100.0
pipeline-cadastral-documento-carga,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-estado-civil-carga,15,0,0.0,0,0.0,15,100.0
score-positivo-ejb,100,0,0.0,0,0.0,100,100.0
mis-model-exports-monitoring,81,0,0.0,0,0.0,81,100.0
report-platform-qa-score,52,0,0.0,0,0.0,52,100.0
API Visões,100,0,0.0,0,0.0,100,100.0
cea-mascaramento-vps,100,0,0.0,0,0.0,100,100.0
Next_V2,1,0,0.0,0,0.0,1,100.0
scr_bhv_pj_vei_ger_bvsv2,10,0,0.0,0,0.0,10,100.0
portais-de-atendimento,100,0,0.0,0,0.0,100,100.0
scr_bhv_pj_cgi_ger_bvsv2,43,0,0.0,0,0.0,43,100.0
study_hdiautopf,1,0,0.0,0,0.0,1,100.0
scr_sin_pf_vei_ref_bvs,100,0,0.0,0,0.0,100,100.0
konduto-valida-id,12,0,0.0,0,0.0,12,100.0
dynatrace-agent,15,0,0.0,0,0.0,15,100.0
factor-integrator,1,0,0.0,0,0.0,1,100.0
DataCatalogComponent,46,0,0.0,0,0.0,46,100.0
factor-integrator-web,48,0,0.0,0,0.0,48,100.0
teste-pipeline-temp,36,0,0.0,0,0.0,36,100.0
pipeline-cadastral-sexo-carga,5,0,0.0,0,0.0,5,100.0
scr_crd_pf_ger_hondav1_honda,10,0,0.0,0,0.0,10,100.0
scr_bhv_pj_ccr_ger_bvsv2,9,0,0.0,0,0.0,9,100.0
pipeline-cadastral-classe-social-carga,16,0,0.0,0,0.0,16,100.0
pipeline-cadastral-nome-pais-carga,41,0,0.0,0,0.0,41,100.0
pipeline-cadastral-ocupacao-carga,15,0,0.0,0,0.0,15,100.0
pipeline-cadastral-grau-instrucao-carga,14,0,0.0,0,0.0,14,100.0
acoes-core,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-nacionalidade-carga,31,0,0.0,0,0.0,31,100.0
scr_bhv_pf_crp_ger_bvsv2,9,0,0.0,0,0.0,9,100.0
scr_bhv_pf_imo_ger_bvsv2,7,0,0.0,0,0.0,7,100.0
hub-protestos,69,0,0.0,0,0.0,69,100.0
scr_bhv_pf_vei_ger_bvsv2,10,0,0.0,0,0.0,10,100.0
test_photon202209,1,0,0.0,0,0.0,1,100.0
study_estudopublicop5,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ccr_ger_nubankv1,1,0,0.0,0,0.0,1,100.0
api-protestos,100,0,0.0,0,0.0,100,100.0
twa-migracao-dev-shared-produtos,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_crp_ger_noverde,8,0,0.0,0,0.0,8,100.0
Bluebox Legado Pack,3,0,0.0,0,0.0,3,100.0
scr_crd_pf_ccr_ger_study,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_aprov_openco,26,0,0.0,0,0.0,26,100.0
scr_bhv_pf_testerelease2_publico2_advancedtest,1,0,0.0,0,0.0,1,100.0
scr_fpr_pj_ger_nbanc_itau,1,0,0.0,0,0.0,1,100.0
scr_crd_pf_ger_ger_openco,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-naturalidade-carga,28,0,0.0,0,0.0,28,100.0
scr_bhv_pf_ccr_teste_bvs,1,0,0.0,0,0.0,1,100.0
Backend Legado Api,2,0,0.0,0,0.0,2,100.0
batch-protestos,57,0,0.0,0,0.0,57,100.0
report_mulesoft_apis,39,0,0.0,0,0.0,39,100.0
consulta-dau,54,0,0.0,0,0.0,54,100.0
api-mvp-ms-oauth2-server,12,0,0.0,0,0.0,12,100.0
model-deploy,100,0,0.0,0,0.0,100,100.0
beneficios-bot-function,100,0,0.0,0,0.0,100,100.0
api-mvp-ms-oauth2-server,31,0,0.0,0,0.0,31,100.0
pipeline-cadastral-pessoa-fisica-qualidade-cadastro,2,0,0.0,0,0.0,2,100.0
scr_crd_pf_ccr_meupublico_cliente,1,0,0.0,0,0.0,1,100.0
study_nomedoprojeto,1,0,0.0,0,0.0,1,100.0
twa-emulator-php,8,0,0.0,0,0.0,8,100.0
collect-lbs-py-docker-image,6,0,0.0,0,0.0,6,100.0
photon_showoff_202209,1,0,0.0,0,0.0,1,100.0
bluebox-api-mvp,38,0,0.0,0,0.0,38,100.0
FPD_VEI_models_vp,1,0,0.0,0,0.0,1,100.0
BV_PipelineScan,28,0,0.0,0,0.0,28,100.0
beneficios-bot,8,0,0.0,0,0.0,8,100.0
scr_bhv_pf_ccr_banc_study,1,0,0.0,0,0.0,1,100.0
teste-webhook,6,0,0.0,0,0.0,6,100.0
reciprocidade-client-executor,2,0,0.0,0,0.0,2,100.0
small-business-report-xml-lib,2,0,0.0,0,0.0,2,100.0
argo-workflow,100,0,0.0,0,0.0,100,100.0
portfolio-management-xml-lib,2,0,0.0,0,0.0,2,100.0
validacao_indicadores,1,0,0.0,0,0.0,1,100.0
score-client,1,0,0.0,0,0.0,1,100.0
bda-msv-bke-qk-auth,62,0,0.0,0,0.0,62,100.0
bda-msv-bke-sb-auth,4,0,0.0,0,0.0,4,100.0
pub-sub-faturamento,1,0,0.0,0,0.0,1,100.0
cust-next-fraude,1,0,0.0,0,0.0,1,100.0
desenvolvimento_renda,1,0,0.0,0,0.0,1,100.0
modelo_renda,1,0,0.0,0,0.0,1,100.0
teste_indicadores,1,0,0.0,0,0.0,1,100.0
santander_admissao_novo,1,0,0.0,0,0.0,1,100.0
FPD_EP_models_vp,1,0,0.0,0,0.0,1,100.0
santander_financeira_novo,1,0,0.0,0,0.0,1,100.0
Mestrado_2022,1,0,0.0,0,0.0,1,100.0
helm-repo,10,0,0.0,0,0.0,10,100.0
pipeline-cadastral-endereco-new-carga,1,0,0.0,0,0.0,1,100.0
squad-metrics,4,0,0.0,0,0.0,4,100.0
SeguroVidaPF,1,0,0.0,0,0.0,1,100.0
acerta-positivo-front-web,100,0,0.0,0,0.0,100,100.0
positivo-identificacao,100,0,0.0,0,0.0,100,100.0
pipeline-cadastral-protocolo-carga ,1,0,0.0,0,0.0,1,100.0
renda_santander,1,0,0.0,0,0.0,1,100.0
Modelo_FPD_CC_FPD30_v2,1,0,0.0,0,0.0,1,100.0
argo-operator-teste,1,0,0.0,0,0.0,1,100.0
score-sinistro-vida-pj,32,0,0.0,0,0.0,32,100.0
wpbot-subscriber,98,0,0.0,0,0.0,98,100.0
05_caedu,1,0,0.0,0,0.0,1,100.0
wpbot-subscriber,19,0,0.0,0,0.0,19,100.0
learn-cdktf-docker,6,0,0.0,0,0.0,6,100.0
teste_intro,1,0,0.0,0,0.0,1,100.0
behavior_PF_cc,9,0,0.0,0,0.0,9,100.0
enriquecimento_openco,1,0,0.0,0,0.0,1,100.0
Noverde_2022_Efetivados,8,0,0.0,0,0.0,8,100.0
api-protestos,28,0,0.0,0,0.0,28,100.0
advanced_teste_pos_release,1,0,0.0,0,0.0,1,100.0
FORK DevSecJourney Store,100,0,0.0,0,0.0,100,100.0
familia-pessoal-ejb-client,3,0,0.0,0,0.0,3,100.0
família-pessoal-service-ejb-client,1,0,0.0,0,0.0,1,100.0
bvs-api-factor,67,0,0.0,0,0.0,67,100.0
FORK-Stargate Template Store,65,0,0.0,0,0.0,65,100.0
pipeline-cadastral-email-carga,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-ano-obito-carga,4,0,0.0,0,0.0,4,100.0
squad-metrics,14,0,0.0,0,0.0,14,100.0
solucoes-canais,13,0,0.0,0,0.0,13,100.0
teste_segmentacao_santander_financeira,1,0,0.0,0,0.0,1,100.0
pipeline-cadastral-pessoa-relacionada-carga,100,0,0.0,0,0.0,100,100.0
pipeline-cadastral-faixa-renda-carga,88,0,0.0,0,0.0,88,100.0
advanced_models_as_features_stress_test,1,0,0.0,0,0.0,1,100.0
arch,66,0,0.0,0,0.0,66,100.0
helloworld-docker-python3,2,0,0.0,0,0.0,2,100.0
advanced_stress_models_as_features_test,1,0,0.0,0,0.0,1,100.0
helloworld-docker-php,6,0,0.0,0,0.0,6,100.0
Noverde_2022,1,0,0.0,0,0.0,1,100.0
behavior_PF,1,0,0.0,0,0.0,1,100.0
dag-npm-full,100,0,0.0,0,0.0,100,100.0
nginx-teste,4,0,0.0,0,0.0,4,100.0
Eclipse-CHE,15,0,0.0,0,0.0,15,100.0
portal-recuperacao-estrategica,3,0,0.0,0,0.0,3,100.0
modelo_fpd_EP,1,0,0.0,0,0.0,1,100.0
modelo fpd EP,1,0,0.0,0,0.0,1,100.0
eclipse,13,0,0.0,0,0.0,13,100.0
argocd-teste,8,0,0.0,0,0.0,8,100.0
protege,27,0,0.0,0,0.0,27,100.0
Seguro_VidaPF,1,0,0.0,0,0.0,1,100.0
Deploy_VidaPF,1,0,0.0,0,0.0,1,100.0
deploy_vida_pf,1,0,0.0,0,0.0,1,100.0
tpp_release_202209_com_modelo,8,0,0.0,0,0.0,8,100.0
bch-sk-sc-factor,100,0,0.0,0,0.0,100,100.0
VIA_Digital,14,0,0.0,0,0.0,14,100.0
tpp_release_202209,1,0,0.0,0,0.0,1,100.0
supersim,34,0,0.0,0,0.0,34,100.0
konduto-valida-id,96,0,0.0,0,0.0,96,100.0
konduto-valida-id,100,0,0.0,0,0.0,100,100.0
Modelo_FPD_CC_FPD30,1,0,0.0,0,0.0,1,100.0
protesto-aquisicao,36,0,0.0,0,0.0,36,100.0
dados-alternativos,22,0,0.0,0,0.0,22,100.0
cust-pan-behavior-2022,1,0,0.0,0,0.0,1,100.0
04_caedu,1,0,0.0,0,0.0,1,100.0
api-dashboards,100,0,0.0,0,0.0,100,100.0
backoffice-sf-form-atendimento,8,0,0.0,0,0.0,8,100.0
Eclipse-Che-POC,2,0,0.0,0,0.0,2,100.0
teste_apres,1,0,0.0,0,0.0,1,100.0
efx11-ejb,29,0,0.0,0,0.0,29,100.0
teste,15,0,0.0,0,0.0,15,100.0
yaml-custom,9,0,0.0,0,0.0,9,100.0
yaml-proxy,19,0,0.0,0,0.0,19,100.0
Docker Image,8,0,0.0,0,0.0,8,100.0
report-platform-segmento,87,0,0.0,0,0.0,87,100.0
api-demonstrativo-sia3xonline,1,0,0.0,0,0.0,1,100.0
report-platform-segmento,56,0,0.0,0,0.0,56,100.0
report-platform-anvisa,46,0,0.0,0,0.0,46,100.0
docker-create-image,13,0,0.0,0,0.0,13,100.0
corporativo-lib,21,0,0.0,0,0.0,21,100.0
report-platform-anvisa,58,0,0.0,0,0.0,58,100.0
api-protestos,76,0,0.0,0,0.0,76,100.0
monitoring-produtos-sa,32,0,0.0,0,0.0,32,100.0
monitoring-produtos-us,39,0,0.0,0,0.0,39,100.0
monitoring-canais-sa,27,0,0.0,0,0.0,27,100.0
monitoring-tech-sa,100,0,0.0,0,0.0,100,100.0
monitoring-data-sa,30,0,0.0,0,0.0,30,100.0
monitoring-tech-us,34,0,0.0,0,0.0,34,100.0
monitoring-data-us,33,0,0.0,0,0.0,33,100.0
pipeline-cadastral-telefone-carga,1,0,0.0,0,0.0,1,100.0
03_supersim,1,0,0.0,0,0.0,1,100.0
Prometheus-operator,1,0,0.0,0,0.0,1,100.0
ms-proxy-api,73,0,0.0,0,0.0,73,100.0
pipeline-acoes,1,0,0.0,0,0.0,1,100.0
teste_esteira,1,0,0.0,0,0.0,1,100.0
