=== RELATÓRIO DE ADOÇÃO DE INTELIGÊNCIA ARTIFICIAL (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 19:37:00
""
RESUMO POR PROJETO
Projeto,Grupo,Usuários Commits,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA,% do Total Geral
scr_crd_pj_ger_mei_score1bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
Spcsrgps,as400-mf/consumo/acelerador,2,3,0,0.0,3,100.0,0.0066
test_meiscore1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
CPJPO232,as400-mf/grp-tmp-accelator,2,4,0,0.0,4,100.0,0.0088
dpjpo142,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
sias0001,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
bch-sk-sc-resolucao6-pipeline,data/dados-positivo/batch,3,10,0,0.0,10,100.0,0.022
Dpjpo142,as400-mf/consumo/acelerador,2,4,0,0.0,4,100.0,0.0088
fatscctr,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
Sias0001,as400-mf/consumo/acelerador,2,4,0,0.0,4,100.0,0.0088
cdc_protestos,tech/site-reliability-engineering/tech/bigdata/platform/cdc/protestos,1,10,0,0.0,10,100.0,0.022
Fatscctr,as400-mf/consumo/acelerador,2,6,0,0.0,6,100.0,0.0132
bda-cdc-protestos-bvs-data-us,argocd,3,6,0,0.0,6,100.0,0.0132
SIAPO571,as400-mf/grp-tmp-accelator,2,6,0,0.0,6,100.0,0.0132
CPJPO133,as400-mf/grp-tmp-accelator,2,3,0,0.0,3,100.0,0.0066
siasnmar,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
siasvext,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
Siasnmar,as400-mf/consumo/acelerador,2,4,0,0.0,4,100.0,0.0088
scr_frd_pf_ger_ger_sky,analytics/plataforma-analytics/modelos-cea/customizado/fraude/2023/pf,2,11,0,0.0,11,100.0,0.0242
siasvchv,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
Siasvext,as400-mf/consumo/acelerador,2,3,0,0.0,3,100.0,0.0066
pipeline-cadastral-pj-ingestao-endereco,tech/bigdata/data-engineering/dados-cadastrais-pj,2,11,0,0.0,11,100.0,0.0242
study_varbradesco,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pj-ingestao-empresas-juntas,tech/bigdata/data-engineering/dados-cadastrais-pj,2,3,0,0.0,3,100.0,0.0066
pipeline-cadastral-pj-ingestao-empresas-rf,tech/bigdata/data-engineering/dados-cadastrais-pj,3,11,0,0.0,11,100.0,0.0242
load-vps-sta,analytics/plataforma-analytics/bvsas/cea-hist-feature-store,5,14,0,0.0,14,100.0,0.0308
df-batch-tubo,data/protestos-aquisicao/data-engineering/batch,2,10,0,0.0,10,100.0,0.022
multiscore-service,credit-services/multiscore,3,12,0,0.0,12,100.0,0.0264
scr_crd_pf_ger_ger_sicredi3,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,10,0,0.0,10,100.0,0.022
bloom-bkp,analytics/modelagem/ferramentas,2,7,0,0.0,7,100.0,0.0154
scr_crd_pf_ger_ger_timtp,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,7,0,0.0,7,100.0,0.0154
py-to-onnx-serialization,analytics/modelagem/ferramentas,1,1,0,0.0,1,100.0,0.0022
study_p6pj,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
serving-logging-lib,analytics/plataforma-analytics/bvsas,2,10,0,0.0,10,100.0,0.022
search-projects-db,tech/site-reliability-engineering/automacoes/gke_manifests,1,6,0,0.0,6,100.0,0.0132
search-projects-db,tech/site-reliability-engineering/automacoes,1,16,0,0.0,16,100.0,0.0352
billing-gateway,tech/site-reliability-engineering/credit-services/interconnect,1,10,0,0.0,10,100.0,0.022
ms-ingestion-spn,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,2,6,0,0.0,6,100.0,0.0132
ms-core-spn,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,1,10,0,0.0,10,100.0,0.022
billing-gateway,credit-services/interconnect,3,10,0,0.0,10,100.0,0.022
serving-logging-api,analytics/plataforma-analytics/bvsas,4,10,0,0.0,10,100.0,0.022
Forge Manifests,konduto/mle,3,10,0,0.0,10,100.0,0.022
dynatrace-gcp-monitor,argocd,3,6,0,0.0,6,100.0,0.0132
python-notebooks,konduto/mle,3,10,0,0.0,10,100.0,0.022
dag-bt-cluster-control,analytics/plataforma-analytics/dags,8,25,0,0.0,25,100.0,0.055
ms-core-spn,recuperacao/negativacao-estrategica,2,11,0,0.0,11,100.0,0.0242
MIS Rotinas,data/protestos-aquisicao/mis,4,13,0,0.0,13,100.0,0.0286
ms-ingestion-spn,recuperacao/negativacao-estrategica,2,11,0,0.0,11,100.0,0.0242
scr_crd_pf_ger_ger_credz,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,1,1,0,0.0,1,100.0,0.0022
da-alternativos-infosimples,tech/site-reliability-engineering/data/dados-alternativos,2,8,0,0.0,8,100.0,0.0176
scr_crd_pf_ger_ger_bradescoapppj,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_dig_via,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,7,0,0.0,7,100.0,0.0154
fat_fpr_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/faturamento_presumido/2024/pj,2,11,0,0.0,11,100.0,0.0242
da-alternativos-infosimples,data/dados-inovacao/archive/batch,3,11,0,0.0,11,100.0,0.0242
dm-positivo-rotativos,analytics/plataforma-analytics/dags,3,11,0,0.0,11,100.0,0.0242
dm-positivo-consorcios,analytics/plataforma-analytics/dags,4,18,0,0.0,18,100.0,0.0396
dm-positivo-parcelados,analytics/plataforma-analytics/dags,3,11,0,0.0,11,100.0,0.0242
restart-status-workloads,tech/site-reliability-engineering/automacoes,1,1,0,0.0,1,100.0,0.0022
custom-dag-calculo-metricas-vps,analytics/plataforma-analytics/dags/controle-operacional,2,10,0,0.0,10,100.0,0.022
report-platform-cadeia-societaria-bb,tech/site-reliability-engineering/report-platform/data-services,2,10,0,0.0,10,100.0,0.022
cea-neg-scores-consolidation,analytics/plataforma-analytics/bvsas/cea-hist-feature-store,4,12,0,0.0,12,100.0,0.0264
test_altojurose2e,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
df-batch-auditoria,data/protestos-aquisicao/data-engineering/batch,3,10,0,0.0,10,100.0,0.022
report-platform-cadeia-societaria-bb,report-platform/data-services,3,11,0,0.0,11,100.0,0.0242
test_shorttermmodell,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel0,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel8,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel7,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel6,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel5,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel4,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel3,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
report-platform-funcionarios,tech/site-reliability-engineering/report-platform/data-services,3,10,0,0.0,10,100.0,0.022
test_shorttermmodel1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
bvs-kms,tech/architecture/terraform-modules-group,4,10,0,0.0,10,100.0,0.022
report-platform-funcionarios,report-platform/data-services,4,10,0,0.0,10,100.0,0.022
test_shorttermmodel9,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel8,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
scr_sta_pf_ger_deploy_v3,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,2,11,0,0.0,11,100.0,0.0242
fat_fpr_pj_ger_banc_santander,analytics/plataforma-analytics/modelos-cea/customizado/faturamento_presumido/2024/pj,1,1,0,0.0,1,100.0,0.0022
cdc_konduto_prod_direct_yaml,tech/site-reliability-engineering/tech/bigdata/platform/cdc/konduto,3,10,0,0.0,10,100.0,0.022
Job Data To Analytics,marketing-services/bluebox/jobs,1,1,0,0.0,1,100.0,0.0022
test_e2epj2,analytics/plataforma-analytics/modelos-indicador/test,3,7,0,0.0,7,100.0,0.0154
poc-golang,tech/site-reliability-engineering/credit-services,1,2,0,0.0,2,100.0,0.0044
test_e2epf,analytics/plataforma-analytics/modelos-indicador/test,3,7,0,0.0,7,100.0,0.0154
test_e2epj,analytics/plataforma-analytics/modelos-indicador/test,3,4,0,0.0,4,100.0,0.0088
poc-golang-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
transfer-test,as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
teste_cp,analytics/plataforma-analytics/dags,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel7,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel5,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel6,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel4,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel3,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
analisador-scpc,tech/site-reliability-engineering/credit-services/servico-comum,2,5,0,0.0,5,100.0,0.011
bda-cdc-mig-kdt-bvs-data-us,argocd,1,1,0,0.0,1,100.0,0.0022
test_indicador10,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
study_shorttermmodel2,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
default_type1,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
test_shorttermmodel2,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
bvsas-sta-template,analytics/plataforma-analytics/bvsas,1,10,0,0.0,10,100.0,0.022
scr_sta_pf_ger_deploy_v2,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,3,7,0,0.0,7,100.0,0.0154
ds-participacoes,tech/site-reliability-engineering/data/data-services,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_digio,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,1,1,0,0.0,1,100.0,0.0022
ds-alertas-ocorrencias,tech/site-reliability-engineering/data/data-services,4,10,0,0.0,10,100.0,0.022
Dataflow-CDC-Custom-V1,tech/bigdata/platform/cdc/cdc-cross-env/dataflow-custom,1,4,0,0.0,4,100.0,0.0088
scr_sta_pf_ger_deploy_v1,analytics/plataforma-analytics/modelos-cea/mercado/sta/2024/pf,2,11,0,0.0,11,100.0,0.0242
indicadores-de-modelos,analytics/modelagem/ferramentas,1,1,0,0.0,1,100.0,0.0022
MIS Carregar Arquivo Nada Consta,data/protestos-aquisicao/mis,1,1,0,0.0,1,100.0,0.0022
MIS Carregar Arquivo Cartórios,data/protestos-aquisicao/mis,1,1,0,0.0,1,100.0,0.0022
MIS Gerar Indicadores,data/protestos-aquisicao/mis,1,1,0,0.0,1,100.0,0.0022
MIS Carregar Arquivo Pagamentos,data/protestos-aquisicao/mis,1,1,0,0.0,1,100.0,0.0022
MIS Carregar Arquivo Interface,data/protestos-aquisicao/mis,1,1,0,0.0,1,100.0,0.0022
workspace,report-platform-bvs-team,1,7,0,0.0,7,100.0,0.0154
MIS Mapeador Recibos,data/protestos-aquisicao/mis,1,2,0,0.0,2,100.0,0.0044
dw-certificacao,analytics/plataforma-analytics/dags,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_documentacao_modelos_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_notebook_documentacao_modelos,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,1,1,0,0.0,1,100.0,0.0022
feature-store-gate,tech/site-reliability-engineering/analytics/plataforma-analytics,3,10,0,0.0,10,100.0,0.022
MIS WEB,data/protestos-aquisicao/mis,2,2,0,0.0,2,100.0,0.0044
pipeline-cadastral-pj-ingestao-sintegra-legado,tech/bigdata/data-engineering/dados-cadastrais-pj,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pj-ingestao-fgts,tech/bigdata/data-engineering/dados-cadastrais-pj,3,11,0,0.0,11,100.0,0.0242
siapba11,tech/site-reliability-engineering/as400-mf/estruturante,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pj-ingestao-sintegra,tech/bigdata/data-engineering/dados-cadastrais-pj,3,11,0,0.0,11,100.0,0.0242
pipeline-cadastral-pj-ingestao-suframa,tech/bigdata/data-engineering/dados-cadastrais-pj,3,11,0,0.0,11,100.0,0.0242
test_indicadork1,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
monitoring,estruturantes/cloud-platform,1,10,0,0.0,10,100.0,0.022
test_indicadork,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
rnd_rpr_pf_class2_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,3,7,0,0.0,7,100.0,0.0154
rnd_rpr_pf_class1_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,3,8,0,0.0,8,100.0,0.0176
dataflow-migration-shared,tech/bigdata/platform/cdc/protestos,2,2,0,0.0,2,100.0,0.0044
rnd_rpr_pf_class1_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,1,1,0,0.0,1,100.0,0.0022
SIAPBA11,as400-mf/estruturante,4,6,0,0.0,6,100.0,0.0132
ic-box-mock,tech/site-reliability-engineering/credit-services/interconnect,2,9,0,0.0,9,100.0,0.0198
Frontend Filtros,marketing-services/bluebox,1,1,0,0.0,1,100.0,0.0022
ic-box-mock,credit-services/interconnect,5,14,0,0.0,14,100.0,0.0308
golden-cli,estruturantes/cloud-platform,1,5,0,0.0,5,100.0,0.011
golden-image,estruturantes/cloud-platform,1,4,0,0.0,4,100.0,0.0088
test_indicador2,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
test_indicador1,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
test_indicador5,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ccr_ger_neon,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,7,0,0.0,7,100.0,0.0154
job-paid-debts-processor,tech/site-reliability-engineering/marketing-services/bluebox/jobs,2,6,0,0.0,6,100.0,0.0132
Photon,analytics/modelagem/ferramentas,2,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_bcoorig,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,11,0,0.0,11,100.0,0.0242
test_indicador4,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_testceasdk,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_indicador3,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_crp_ger_99pay,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,3,7,0,0.0,7,100.0,0.0154
job paid debts processor,marketing-services/bluebox/jobs,3,11,0,0.0,11,100.0,0.0242
test_indicador2,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_credpago,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,2,11,0,0.0,11,100.0,0.0242
string-adapter,tech/site-reliability-engineering/credit-services/adapters,2,10,0,0.0,10,100.0,0.022
login-adapter,tech/site-reliability-engineering/credit-services/adapters,2,10,0,0.0,10,100.0,0.022
ingress-gateway,tech/site-reliability-engineering/credit-services/adapters,1,10,0,0.0,10,100.0,0.022
test_indicador1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
model-monitor-management,tech/site-reliability-engineering/analytics/monitoramento,3,10,0,0.0,10,100.0,0.022
test_indicadores1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
pipeline-pessoa-email,tech/bigdata/data-engineering/treinamento-delorean,1,1,0,0.0,1,100.0,0.0022
pipeline-pessoa-grau_instrucao,tech/bigdata/data-engineering/treinamento-delorean,1,1,0,0.0,1,100.0,0.0022
pipeline-pessoa-estado_civil,tech/bigdata/data-engineering/treinamento-delorean,1,1,0,0.0,1,100.0,0.0022
pipeline-pessoa-endereco,tech/bigdata/data-engineering/treinamento-delorean,1,1,0,0.0,1,100.0,0.0022
test_modeltemp1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
siapbc71,tech/site-reliability-engineering/as400-mf/estruturante,2,2,0,0.0,2,100.0,0.0044
teste,report-platform-bvs-team,1,2,0,0.0,2,100.0,0.0044
Siapbc71,as400-mf/estruturante,1,1,0,0.0,1,100.0,0.0022
metrics-maven-lib,analytics/plataforma-analytics/bvsas,2,13,0,0.0,13,100.0,0.0286
feature-store-gate,analytics/plataforma-analytics,5,10,0,0.0,10,100.0,0.022
login-adapter,credit-services/adapters,2,11,0,0.0,11,100.0,0.0242
ingress-gateway,credit-services/adapters,2,10,0,0.0,10,100.0,0.022
string-adapter,credit-services/adapters,3,10,0,0.0,10,100.0,0.022
string-adapter,adapters,1,1,0,0.0,1,100.0,0.0022
ms-model-monitor-management,tech/site-reliability-engineering/analytics/monitoramento,2,10,0,0.0,10,100.0,0.022
json-path,konduto/dependencies,4,10,0,0.0,10,100.0,0.022
bda-cdc-mig-bvs-data-us,argocd,2,3,0,0.0,3,100.0,0.0066
rta-api-data-sp,argocd,3,10,0,0.0,10,100.0,0.022
apigee-temporary-cli,api-bvs/ci-cd,2,9,0,0.0,9,100.0,0.0198
socket-proxy-data-sp,argocd,3,10,0,0.0,10,100.0,0.022
area-de-transferencia-tmp,as400-mf/grp-tmp-accelator,1,4,0,0.0,4,100.0,0.0088
test_baseseguros,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
cdc-protestos-migration-shared-db,tech/bigdata/platform/iac-databases/protestos,1,1,0,0.0,1,100.0,0.0022
dag-reference-data-and-vp-categories,analytics/plataforma-analytics/mis,2,18,0,0.0,18,100.0,0.0396
siapo433,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,2,0,0.0,2,100.0,0.0044
Metabase Restart SlackBot,konduto,4,9,0,0.0,9,100.0,0.0198
Siapo433,as400-mf/consumo/acelerador,1,1,0,0.0,1,100.0,0.0022
mmetrics,konduto,2,9,0,0.0,9,100.0,0.0198
mle-tools,konduto,1,2,0,0.0,2,100.0,0.0044
Equifax Brazil Log,marketing-services/bluebox/libs,2,11,0,0.0,11,100.0,0.0242
siasfrip,report-platform/acelerator-online,2,6,0,0.0,6,100.0,0.0132
cossgaud,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
website,konduto,1,10,0,0.0,10,100.0,0.022
api-gateway,konduto,5,10,0,0.0,10,100.0,0.022
pyjobs,konduto,4,10,0,0.0,10,100.0,0.022
pyvindi,konduto,5,10,0,0.0,10,100.0,0.022
pymodels,konduto,7,10,0,0.0,10,100.0,0.022
modelp-dask-prefect,konduto,1,10,0,0.0,10,100.0,0.022
scr_crd_pj_study_protest_v1,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
modelp-resources,konduto,2,10,0,0.0,10,100.0,0.022
monitoring,konduto,2,10,0,0.0,10,100.0,0.022
notifier-fargate,konduto,5,10,0,0.0,10,100.0,0.022
modelProfessor,konduto,3,10,0,0.0,10,100.0,0.022
pynotebooks,konduto,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ccr_ger_calcard,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
sample-coverage-project,konduto,1,2,0,0.0,2,100.0,0.0044
Python Linting,konduto,3,10,0,0.0,10,100.0,0.022
videos,konduto,1,2,0,0.0,2,100.0,0.0044
sonarqube,konduto,1,1,0,0.0,1,100.0,0.0022
setupstr,konduto,4,10,0,0.0,10,100.0,0.022
vtex-konduto-import,konduto,1,10,0,0.0,10,100.0,0.022
api-docs,konduto,2,10,0,0.0,10,100.0,0.022
workshops,konduto,6,10,0,0.0,10,100.0,0.022
manual_modelagem,konduto,1,3,0,0.0,3,100.0,0.0066
autopipeline,konduto,1,10,0,0.0,10,100.0,0.022
old-dashboard,konduto,3,10,0,0.0,10,100.0,0.022
cpjsdesa,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
siasaces,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
acischav,report-platform/acelerator-online,2,9,0,0.0,9,100.0,0.0198
batchupdater,konduto,1,10,0,0.0,10,100.0,0.022
notifier,konduto,3,10,0,0.0,10,100.0,0.022
siabdatc,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
dpjpo140,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
dpjpo141,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
scripts,estruturantes/cloud-platform,2,10,0,0.0,10,100.0,0.022
acisacna,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_vei_ger_c6vei,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
siacloud-sia-service,tech/site-reliability-engineering/as400-mf/ingestao,3,7,0,0.0,7,100.0,0.0154
siapo701,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
adpshora,report-platform/acelerator-online,2,11,0,0.0,11,100.0,0.0242
dw-elementary,analytics/plataforma-analytics/dags,4,11,0,0.0,11,100.0,0.0242
siacloud-spc-service,tech/site-reliability-engineering/as400-mf/ingestao,2,10,0,0.0,10,100.0,0.022
batch-processor,konduto,3,10,0,0.0,10,100.0,0.022
define-teste-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
Mlflow Server,konduto/mle,2,10,0,0.0,10,100.0,0.022
rta-carga-data-sp,argocd,2,10,0,0.0,10,100.0,0.022
report-platform-segmento-empresarial,tech/site-reliability-engineering/report-platform/data-services-support,3,10,0,0.0,10,100.0,0.022
negativacao-frontend-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
test_p6,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ccr_ger_pernambucanas,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,4,7,0,0.0,7,100.0,0.0154
ideias,konduto,1,10,0,0.0,10,100.0,0.022
scr_crd_pj_ger_ger_sant,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
juridico_pf,analytics/solucoes-e-delivery/juridico,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pf,4,8,0,0.0,8,100.0,0.0176
scr_churn_pf_ger_ger_mercantil,analytics/plataforma-analytics/modelos-cea/customizado/churn/2023/pf,3,7,0,0.0,7,100.0,0.0154
Siacloud sia service,as400-mf/ingestao,7,11,0,0.0,11,100.0,0.0242
captura-fontes-api-factor-data-us,argocd,3,3,0,0.0,3,100.0,0.0066
batch-baixa-parcial-cronjob,tech/site-reliability-engineering/data/protestos-aquisicao,4,7,0,0.0,7,100.0,0.0154
Siacloud spc service,as400-mf/ingestao,2,10,0,0.0,10,100.0,0.022
study_basesp6,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
report-platform-comportamental-dados-positivos,tech/site-reliability-engineering/report-platform/data-services-support,4,10,0,0.0,10,100.0,0.022
batch-baixa-parcial-cronjob,data/protestos-aquisicao,1,10,0,0.0,10,100.0,0.022
report-platform-data-services-support-produtos-us,argocd,4,10,0,0.0,10,100.0,0.022
dbt-docs,tech/site-reliability-engineering/analytics/plataforma-analytics,1,9,0,0.0,9,100.0,0.0198
study_triggerbrav002,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
study_customprotest,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
data-warehouse-analytics-data2-us,argocd,2,5,0,0.0,5,100.0,0.011
siacloud-spn-service-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
siasrtfo,report-platform/acelerator-online,2,11,0,0.0,11,100.0,0.0242
siacloud-spn-service,tech/site-reliability-engineering/as400-mf/ingestao,2,10,0,0.0,10,100.0,0.022
Siacloud spn service,as400-mf/ingestao,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_protest,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
siacloud-cpj-service-ingestao-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
study_modelomei,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
siastele,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
chqsdgcc,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
dag_checar_dados_semanal,analytics/plataforma-analytics/mis,2,3,0,0.0,3,100.0,0.0066
scr_crd_pf_ger_ger_ailos,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
siacloud-chq-service-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
siacloud-dpj-service-produtos-sp,argocd,2,2,0,0.0,2,100.0,0.0044
siacloud-dpj-service,tech/site-reliability-engineering/as400-mf/ingestao,2,10,0,0.0,10,100.0,0.022
crt-rp-auth-server-produtos-us,argocd,2,5,0,0.0,5,100.0,0.011
chqsrctr,report-platform/acelerator-online,4,11,0,0.0,11,100.0,0.0242
Siacloud dpj service,as400-mf/ingestao,4,11,0,0.0,11,100.0,0.0242
protege-grpc,analytics/analytika,2,10,0,0.0,10,100.0,0.022
acipo027,report-platform/acelerator-online/data-services,3,7,0,0.0,7,100.0,0.0154
cpjscnae,report-platform/acelerator-online,2,8,0,0.0,8,100.0,0.0176
acispac,report-platform/acelerator-online,3,11,0,0.0,11,100.0,0.0242
cpjpo217,report-platform/acelerator-online,3,11,0,0.0,11,100.0,0.0242
cpjpo224,report-platform/acelerator-online,2,11,0,0.0,11,100.0,0.0242
wiki,konduto,2,10,0,0.0,10,100.0,0.022
scr_crd_pj_ger_ger_ailos,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pj,3,11,0,0.0,11,100.0,0.0242
Toolkit,konduto,3,10,0,0.0,10,100.0,0.022
